,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Wine,Strawberry,50words,WordsSynonyms,Phoneme,FaceAll,ShapesAll,MALLAT,FacesUCR,MedicalImages,InsectWingbeatSound,Cricket_X,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,OliveOil,Cricket_Y,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,Cricket_Z,DistalPhalanxTW,UWaveGestureLibraryAll,ElectricDevices,InlineSkate,uWaveGestureLibrary_Z,Worms,ECG5000,CBF,Meat,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,Gun_Point,synthetic_control,MiddlePhalanxOutlineAgeGroup,WormsTwoClass,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Adiac,Lighting2,HandOutlines,ScreenType,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,wafer,LargeKitchenAppliances,Symbols,Two_Patterns,RefrigerationDevices,Computers,Beef,SonyAIBORobotSurfaceII,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,Trace,MoteStrain,FordA,Earthquakes,ToeSegmentation1,TwoLeadECG,FordB,ArrowHead,ECG200,SonyAIBORobotSurface,ToeSegmentation2,OSULeaf,SwedishLeaf,ShapeletSim,yoga,Car,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,Coffee,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
WordsSynonyms,Phoneme,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,MedicalImages,Cricket_X,Cricket_Y,Cricket_Z,Adiac,uWaveGestureLibrary_X,InlineSkate,Lighting7,uWaveGestureLibrary_Y,MALLAT,UWaveGestureLibraryAll,MiddlePhalanxTW,uWaveGestureLibrary_Z,ElectricDevices,DistalPhalanxTW,ProximalPhalanxTW,Beef,synthetic_control,ECG5000,Worms,CinC_ECG_torso,OliveOil,Two_Patterns,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ScreenType,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,LargeKitchenAppliances,Symbols,CBF,ArrowHead,Trace,Meat,SmallKitchenAppliances,Ham,SwedishLeaf,DistalPhalanxOutlineCorrect,Computers,RefrigerationDevices,MiddlePhalanxOutlineCorrect,ECGFiveDays,ItalyPowerDemand,Coffee,Lighting2,Wine,FordA,HandOutlines,SonyAIBORobotSurfaceII,OSULeaf,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MoteStrain,Gun_Point,Strawberry,WormsTwoClass,ToeSegmentation1,FordB,TwoLeadECG,SonyAIBORobotSurface,ECG200,ToeSegmentation2,wafer,Earthquakes,ShapeletSim,Car,DiatomSizeReduction,yoga,NonInvasiveFatalECG_Thorax2,Plane,BirdChicken,NonInvasiveFatalECG_Thorax1,BeetleFly,FISH,Haptics,FaceFour,Herring
Worms,50words,ShapesAll,Phoneme,WordsSynonyms,FaceAll,Adiac,InsectWingbeatSound,Cricket_X,FacesUCR,Cricket_Y,MedicalImages,Cricket_Z,MALLAT,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Z,ElectricDevices,MiddlePhalanxTW,DistalPhalanxTW,ProximalPhalanxTW,synthetic_control,ECG5000,OliveOil,CinC_ECG_torso,Two_Patterns,SwedishLeaf,Beef,Symbols,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ScreenType,DistalPhalanxOutlineAgeGroup,CBF,ProximalPhalanxOutlineAgeGroup,LargeKitchenAppliances,Meat,Trace,SmallKitchenAppliances,OSULeaf,RefrigerationDevices,Strawberry,Ham,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Computers,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ECGFiveDays,ItalyPowerDemand,Gun_Point,FordA,SonyAIBORobotSurfaceII,wafer,MoteStrain,ToeSegmentation1,TwoLeadECG,ArrowHead,FordB,ECG200,Car,ToeSegmentation2,SonyAIBORobotSurface,DiatomSizeReduction,ShapeletSim,yoga,Coffee,Earthquakes,Wine,FISH,BirdChicken,BeetleFly,Plane,Haptics,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
WormsTwoClass,50words,WordsSynonyms,Phoneme,ShapesAll,FaceAll,FacesUCR,MedicalImages,InsectWingbeatSound,MALLAT,Cricket_X,Lighting7,Cricket_Z,ProximalPhalanxTW,Cricket_Y,MiddlePhalanxTW,uWaveGestureLibrary_X,Beef,DistalPhalanxTW,InlineSkate,OliveOil,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,ElectricDevices,uWaveGestureLibrary_Z,Adiac,ECG5000,ArrowHead,ChlorineConcentration,CBF,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,synthetic_control,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,ScreenType,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Coffee,Lighting2,Meat,Wine,MiddlePhalanxOutlineCorrect,Two_Patterns,Ham,LargeKitchenAppliances,Symbols,DistalPhalanxOutlineCorrect,Strawberry,RefrigerationDevices,Computers,HandOutlines,SmallKitchenAppliances,Trace,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,FordA,MoteStrain,ToeSegmentation1,wafer,Earthquakes,FordB,TwoLeadECG,SwedishLeaf,SonyAIBORobotSurface,ECG200,OSULeaf,ToeSegmentation2,ShapeletSim,Car,yoga,BirdChicken,DiatomSizeReduction,BeetleFly,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
synthetic_control,ShapesAll,Adiac,Phoneme,50words,Cricket_Y,Cricket_Z,WordsSynonyms,SwedishLeaf,Cricket_X,uWaveGestureLibrary_Z,InsectWingbeatSound,FaceAll,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,ElectricDevices,MedicalImages,uWaveGestureLibrary_Y,OSULeaf,Two_Patterns,DistalPhalanxTW,Symbols,FacesUCR,FISH,Worms,Lighting7,MiddlePhalanxTW,CinC_ECG_torso,ProximalPhalanxTW,Car,MALLAT,NonInvasiveFatalECG_Thorax2,Trace,DiatomSizeReduction,SmallKitchenAppliances,LargeKitchenAppliances,Plane,NonInvasiveFatalECG_Thorax1,ScreenType,TwoLeadECG,FordB,ECG5000,SonyAIBORobotSurface,ECG200,FordA,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,ToeSegmentation2,ECGFiveDays,ItalyPowerDemand,yoga,MiddlePhalanxOutlineAgeGroup,ShapeletSim,ProximalPhalanxOutlineAgeGroup,OliveOil,ToeSegmentation1,Computers,CBF,ChlorineConcentration,MoteStrain,SonyAIBORobotSurfaceII,Beef,BirdChicken,BeetleFly,DistalPhalanxOutlineCorrect,wafer,Earthquakes,Ham,MiddlePhalanxOutlineCorrect,Herring,Lighting2,FaceFour,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ArrowHead,Gun_Point,Haptics,Strawberry,Coffee,Wine,HandOutlines,WormsTwoClass
uWaveGestureLibrary_X,ShapesAll,50words,Phoneme,WordsSynonyms,Adiac,Cricket_Y,FaceAll,Cricket_X,Cricket_Z,InsectWingbeatSound,MedicalImages,UWaveGestureLibraryAll,InlineSkate,ElectricDevices,FacesUCR,Lighting7,MALLAT,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,Two_Patterns,SwedishLeaf,synthetic_control,Symbols,Worms,CinC_ECG_torso,OSULeaf,SmallKitchenAppliances,ECG5000,LargeKitchenAppliances,Trace,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,OliveOil,ScreenType,CBF,FordB,TwoLeadECG,FordA,SonyAIBORobotSurface,RefrigerationDevices,ItalyPowerDemand,Car,ECG200,ECGFiveDays,DistalPhalanxOutlineCorrect,Ham,Computers,ToeSegmentation2,MiddlePhalanxOutlineCorrect,Lighting2,DiatomSizeReduction,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,MoteStrain,ProximalPhalanxOutlineCorrect,ToeSegmentation1,ShapeletSim,FISH,yoga,Gun_Point,Beef,wafer,Meat,Earthquakes,Strawberry,BirdChicken,Plane,BeetleFly,WormsTwoClass,ArrowHead,Coffee,Wine,Haptics,Herring,NonInvasiveFatalECG_Thorax2,HandOutlines,NonInvasiveFatalECG_Thorax1,FaceFour,uWaveGestureLibrary_Z
uWaveGestureLibrary_Y,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,Cricket_Y,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,MedicalImages,UWaveGestureLibraryAll,InlineSkate,ElectricDevices,FacesUCR,Lighting7,SwedishLeaf,MALLAT,DistalPhalanxTW,ProximalPhalanxTW,MiddlePhalanxTW,Two_Patterns,synthetic_control,Symbols,CinC_ECG_torso,Worms,OSULeaf,LargeKitchenAppliances,ECG5000,SmallKitchenAppliances,ChlorineConcentration,OliveOil,DistalPhalanxOutlineAgeGroup,Trace,MiddlePhalanxOutlineAgeGroup,ScreenType,Car,ProximalPhalanxOutlineAgeGroup,CBF,TwoLeadECG,FordB,RefrigerationDevices,DiatomSizeReduction,Beef,FordA,ECG200,FISH,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurface,ToeSegmentation2,DistalPhalanxOutlineCorrect,Ham,Computers,MiddlePhalanxOutlineCorrect,Lighting2,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ToeSegmentation1,ShapeletSim,yoga,MoteStrain,Gun_Point,ArrowHead,wafer,Plane,BirdChicken,Earthquakes,Strawberry,BeetleFly,Meat,Coffee,Wine,WormsTwoClass,HandOutlines,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,uWaveGestureLibrary_Z
uWaveGestureLibrary_Z,ShapesAll,Phoneme,50words,Adiac,InsectWingbeatSound,WordsSynonyms,Cricket_X,Cricket_Y,Cricket_Z,FaceAll,MedicalImages,InlineSkate,UWaveGestureLibraryAll,ElectricDevices,DistalPhalanxTW,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,synthetic_control,FacesUCR,Trace,MALLAT,ScreenType,Two_Patterns,SwedishLeaf,CinC_ECG_torso,Symbols,LargeKitchenAppliances,Worms,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,ECG5000,CBF,OSULeaf,Computers,RefrigerationDevices,DistalPhalanxOutlineCorrect,MoteStrain,ItalyPowerDemand,ECGFiveDays,ToeSegmentation1,SonyAIBORobotSurfaceII,Ham,FordA,MiddlePhalanxOutlineCorrect,ToeSegmentation2,ECG200,ShapeletSim,yoga,OliveOil,FordB,TwoLeadECG,Lighting2,Car,SonyAIBORobotSurface,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,BirdChicken,Earthquakes,wafer,BeetleFly,Plane,FISH,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,Haptics,Herring,ArrowHead,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Coffee,Wine,HandOutlines,FaceFour,uWaveGestureLibrary_X
wafer,ShapesAll,Adiac,Phoneme,50words,WordsSynonyms,SwedishLeaf,Cricket_Y,Cricket_X,Cricket_Z,InsectWingbeatSound,FaceAll,uWaveGestureLibrary_Z,MedicalImages,FacesUCR,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InlineSkate,uWaveGestureLibrary_Y,ElectricDevices,FISH,OSULeaf,Symbols,synthetic_control,DistalPhalanxTW,Lighting7,Trace,MiddlePhalanxTW,ProximalPhalanxTW,Car,Two_Patterns,Worms,DiatomSizeReduction,MALLAT,CinC_ECG_torso,SmallKitchenAppliances,Plane,LargeKitchenAppliances,ScreenType,RefrigerationDevices,ECG5000,DistalPhalanxOutlineAgeGroup,Beef,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,ECG200,ShapeletSim,SonyAIBORobotSurface,CBF,TwoLeadECG,FordB,BeetleFly,BirdChicken,OliveOil,SonyAIBORobotSurfaceII,MoteStrain,FordA,ECGFiveDays,ItalyPowerDemand,Computers,DistalPhalanxOutlineCorrect,Meat,Earthquakes,Ham,Herring,MiddlePhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax2,ToeSegmentation1,Lighting2,PhalangesOutlinesCorrect,ToeSegmentation2,ArrowHead,ProximalPhalanxOutlineCorrect,FaceFour,Gun_Point,Haptics,NonInvasiveFatalECG_Thorax1,Coffee,Wine,WormsTwoClass,HandOutlines,yoga
yoga,OSULeaf,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Y,Cricket_Z,Cricket_X,uWaveGestureLibrary_Z,FISH,UWaveGestureLibraryAll,uWaveGestureLibrary_X,Symbols,InlineSkate,InsectWingbeatSound,uWaveGestureLibrary_Y,ElectricDevices,Car,Trace,synthetic_control,DiatomSizeReduction,FaceAll,Plane,Two_Patterns,50words,Worms,DistalPhalanxTW,SmallKitchenAppliances,MedicalImages,NonInvasiveFatalECG_Thorax2,CinC_ECG_torso,WordsSynonyms,LargeKitchenAppliances,BeetleFly,BirdChicken,RefrigerationDevices,ShapeletSim,ECG200,Herring,TwoLeadECG,FordB,FacesUCR,SonyAIBORobotSurface,MiddlePhalanxTW,ProximalPhalanxTW,ScreenType,Lighting7,FordA,MoteStrain,NonInvasiveFatalECG_Thorax1,FaceFour,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,Earthquakes,ECG5000,DistalPhalanxOutlineAgeGroup,ToeSegmentation1,Computers,Haptics,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,CBF,Ham,MALLAT,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,wafer,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
