,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
MoteStrain,InlineSkate,MiddlePhalanxTW,DistalPhalanxOutlineCorrect,ECG5000,MedicalImages,ShapesAll,ProximalPhalanxTW,Trace,InsectWingbeatSound,Lighting7,Cricket_Z,Cricket_Y,Phoneme,Computers,FaceAll,Cricket_X,DistalPhalanxTW,ItalyPowerDemand,Symbols,ScreenType,ProximalPhalanxOutlineAgeGroup,CBF,uWaveGestureLibrary_Y,Earthquakes,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,ECGFiveDays,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Ham,UWaveGestureLibraryAll,ChlorineConcentration,ElectricDevices,CinC_ECG_torso,Lighting2,LargeKitchenAppliances,RefrigerationDevices,ToeSegmentation1,synthetic_control,50words,FacesUCR,WordsSynonyms,ProximalPhalanxOutlineCorrect,FordA,PhalangesOutlinesCorrect,ToeSegmentation2,uWaveGestureLibrary_Z,SmallKitchenAppliances,Two_Patterns,MALLAT,Worms,TwoLeadECG,FordB,Gun_Point,ECG200,OliveOil,OSULeaf,Strawberry,wafer,SonyAIBORobotSurface,ShapeletSim,Adiac,SwedishLeaf,WormsTwoClass,yoga,Car,Meat,BirdChicken,BeetleFly,DiatomSizeReduction,FISH,Beef,ArrowHead,Coffee,Wine,Plane,HandOutlines,Haptics,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
NonInvasiveFatalECG_Thorax1,FaceFour,Plane,Phoneme,SwedishLeaf,OSULeaf,ShapesAll,FISH,Adiac,Symbols,Herring,DiatomSizeReduction,Car,Earthquakes,RefrigerationDevices,BeetleFly,Haptics,BirdChicken,synthetic_control,ShapeletSim,yoga,FacesUCR,Cricket_Z,ToeSegmentation2,wafer,Cricket_X,Trace,Cricket_Y,uWaveGestureLibrary_Y,ToeSegmentation1,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,Worms,SmallKitchenAppliances,MoteStrain,NonInvasiveFatalECG_Thorax2,ECG200,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,InlineSkate,Two_Patterns,FordB,TwoLeadECG,CinC_ECG_torso,FordA,LargeKitchenAppliances,DistalPhalanxTW,FaceAll,InsectWingbeatSound,ECGFiveDays,ItalyPowerDemand,ECG5000,ScreenType,MedicalImages,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxTW,ProximalPhalanxTW,Lighting7,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,DistalPhalanxOutlineCorrect,50words,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
NonInvasiveFatalECG_Thorax2,FaceFour,Plane,SwedishLeaf,Phoneme,Adiac,ShapesAll,OSULeaf,FISH,Symbols,Herring,DiatomSizeReduction,Car,Earthquakes,RefrigerationDevices,BeetleFly,BirdChicken,Haptics,synthetic_control,ShapeletSim,Cricket_Z,yoga,ToeSegmentation2,FacesUCR,wafer,Cricket_X,Cricket_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,Trace,ElectricDevices,ToeSegmentation1,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,Worms,SmallKitchenAppliances,MoteStrain,NonInvasiveFatalECG_Thorax1,ECG200,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,InlineSkate,Two_Patterns,FordB,CinC_ECG_torso,TwoLeadECG,InsectWingbeatSound,FordA,DistalPhalanxTW,FaceAll,50words,LargeKitchenAppliances,WordsSynonyms,ECGFiveDays,ItalyPowerDemand,ECG5000,ScreenType,MedicalImages,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Computers,MiddlePhalanxTW,Lighting7,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
OSULeaf,ShapesAll,Adiac,SwedishLeaf,Phoneme,Car,FISH,DiatomSizeReduction,Symbols,Cricket_Y,Plane,Cricket_Z,UWaveGestureLibraryAll,synthetic_control,Herring,Cricket_X,NonInvasiveFatalECG_Thorax2,uWaveGestureLibrary_Z,InsectWingbeatSound,ElectricDevices,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,NonInvasiveFatalECG_Thorax1,Trace,BirdChicken,FaceFour,FaceAll,BeetleFly,ShapeletSim,MedicalImages,WordsSynonyms,InlineSkate,50words,Worms,FacesUCR,SmallKitchenAppliances,Two_Patterns,RefrigerationDevices,DistalPhalanxTW,CinC_ECG_torso,ToeSegmentation2,SonyAIBORobotSurface,MALLAT,ECG200,ToeSegmentation1,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,LargeKitchenAppliances,FordB,TwoLeadECG,Earthquakes,ScreenType,MoteStrain,ECG5000,FordA,DistalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,Computers,CBF,wafer,OliveOil,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Haptics
OliveOil,50words,Gun_Point,Phoneme,MALLAT,WordsSynonyms,ShapesAll,FacesUCR,FaceAll,ProximalPhalanxTW,Strawberry,Lighting7,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,CBF,MedicalImages,Cricket_X,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxTW,Lighting2,Cricket_Z,ChlorineConcentration,DistalPhalanxTW,InsectWingbeatSound,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,WormsTwoClass,MiddlePhalanxOutlineCorrect,uWaveGestureLibrary_Y,DistalPhalanxOutlineAgeGroup,Ham,ECG5000,synthetic_control,Meat,CinC_ECG_torso,UWaveGestureLibraryAll,DistalPhalanxOutlineCorrect,Cricket_Y,ElectricDevices,ScreenType,uWaveGestureLibrary_Z,InlineSkate,RefrigerationDevices,Worms,Computers,Symbols,LargeKitchenAppliances,Beef,ItalyPowerDemand,ECGFiveDays,ArrowHead,Two_Patterns,Coffee,SmallKitchenAppliances,FordA,Wine,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,MoteStrain,ECG200,wafer,SonyAIBORobotSurface,HandOutlines,ToeSegmentation1,Trace,ToeSegmentation2,OSULeaf,Earthquakes,Adiac,ShapeletSim,yoga,SwedishLeaf,BirdChicken,DiatomSizeReduction,BeetleFly,Car,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
PhalangesOutlinesCorrect,FaceAll,WordsSynonyms,uWaveGestureLibrary_X,InsectWingbeatSound,50words,Lighting7,ElectricDevices,Cricket_X,Lighting2,Cricket_Z,Phoneme,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,CBF,synthetic_control,FacesUCR,MALLAT,ChlorineConcentration,MedicalImages,RefrigerationDevices,ShapesAll,OliveOil,Ham,Worms,Gun_Point,SonyAIBORobotSurfaceII,CinC_ECG_torso,Earthquakes,uWaveGestureLibrary_Y,Symbols,Computers,Strawberry,ECG5000,InlineSkate,MoteStrain,wafer,ItalyPowerDemand,ScreenType,Cricket_Y,ECGFiveDays,MiddlePhalanxOutlineCorrect,WormsTwoClass,MiddlePhalanxOutlineAgeGroup,LargeKitchenAppliances,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,FordA,Meat,ProximalPhalanxTW,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,ProximalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,DistalPhalanxOutlineCorrect,ECG200,MiddlePhalanxTW,OSULeaf,Beef,SonyAIBORobotSurface,ArrowHead,Coffee,Wine,DistalPhalanxTW,Trace,ShapeletSim,HandOutlines,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Phoneme,50words,ShapesAll,Adiac,Cricket_Y,WordsSynonyms,InlineSkate,UWaveGestureLibraryAll,Two_Patterns,FaceAll,ElectricDevices,uWaveGestureLibrary_Z,Cricket_Z,Cricket_X,uWaveGestureLibrary_X,DistalPhalanxTW,InsectWingbeatSound,FacesUCR,CinC_ECG_torso,LargeKitchenAppliances,uWaveGestureLibrary_Y,SmallKitchenAppliances,SwedishLeaf,Symbols,MedicalImages,Lighting7,ProximalPhalanxTW,Worms,FordA,ScreenType,ECG5000,FISH,MiddlePhalanxTW,TwoLeadECG,FordB,DistalPhalanxOutlineAgeGroup,OSULeaf,ECGFiveDays,synthetic_control,ItalyPowerDemand,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,OliveOil,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,Computers,ECG200,CBF,SonyAIBORobotSurface,Trace,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,MoteStrain,Lighting2,ToeSegmentation2,PhalangesOutlinesCorrect,ToeSegmentation1,ProximalPhalanxOutlineCorrect,Car,Earthquakes,Beef,Plane,DiatomSizeReduction,Gun_Point,NonInvasiveFatalECG_Thorax2,Meat,ShapeletSim,Strawberry,NonInvasiveFatalECG_Thorax1,BeetleFly,BirdChicken,wafer,yoga,WormsTwoClass,ArrowHead,Coffee,Wine,Herring,FaceFour,HandOutlines,Haptics
Plane,ShapesAll,FaceFour,NonInvasiveFatalECG_Thorax1,SwedishLeaf,NonInvasiveFatalECG_Thorax2,Adiac,Phoneme,FISH,OSULeaf,Symbols,DiatomSizeReduction,Herring,Car,Cricket_Z,synthetic_control,Cricket_Y,yoga,Cricket_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,Trace,BirdChicken,ElectricDevices,uWaveGestureLibrary_X,BeetleFly,uWaveGestureLibrary_Z,ShapeletSim,50words,WordsSynonyms,InsectWingbeatSound,Worms,FaceAll,InlineSkate,SmallKitchenAppliances,FacesUCR,RefrigerationDevices,Two_Patterns,CinC_ECG_torso,SonyAIBORobotSurface,DistalPhalanxTW,MedicalImages,ToeSegmentation2,ECG200,LargeKitchenAppliances,ToeSegmentation1,FordB,TwoLeadECG,Earthquakes,ScreenType,ProximalPhalanxTW,MiddlePhalanxTW,Lighting7,ECG5000,FordA,DistalPhalanxOutlineAgeGroup,MoteStrain,MALLAT,MiddlePhalanxOutlineAgeGroup,ECGFiveDays,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,SonyAIBORobotSurfaceII,CBF,Computers,OliveOil,DistalPhalanxOutlineCorrect,Ham,wafer,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Meat,Strawberry,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines
ProximalPhalanxOutlineAgeGroup,50words,MALLAT,OliveOil,InsectWingbeatSound,Phoneme,WordsSynonyms,MedicalImages,ShapesAll,FaceAll,Lighting7,ChlorineConcentration,Cricket_X,CBF,Ham,uWaveGestureLibrary_X,FacesUCR,uWaveGestureLibrary_Y,Gun_Point,Cricket_Z,ScreenType,Lighting2,InlineSkate,Computers,ECG5000,ElectricDevices,UWaveGestureLibraryAll,CinC_ECG_torso,Cricket_Y,RefrigerationDevices,Strawberry,uWaveGestureLibrary_Z,Symbols,ProximalPhalanxTW,Worms,LargeKitchenAppliances,synthetic_control,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,WormsTwoClass,Two_Patterns,Meat,FordA,MoteStrain,SmallKitchenAppliances,ProximalPhalanxOutlineCorrect,TwoLeadECG,FordB,wafer,ToeSegmentation1,Beef,ECG200,Earthquakes,SonyAIBORobotSurface,PhalangesOutlinesCorrect,ToeSegmentation2,ArrowHead,Coffee,MiddlePhalanxTW,MiddlePhalanxOutlineAgeGroup,Wine,MiddlePhalanxOutlineCorrect,Trace,OSULeaf,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,HandOutlines,DistalPhalanxOutlineCorrect,ShapeletSim,Adiac,BeetleFly,BirdChicken,yoga,SwedishLeaf,DiatomSizeReduction,Car,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
ProximalPhalanxOutlineCorrect,Cricket_X,50words,Phoneme,Lighting7,WordsSynonyms,MALLAT,InsectWingbeatSound,uWaveGestureLibrary_X,FaceAll,ShapesAll,OliveOil,CBF,synthetic_control,ElectricDevices,Lighting2,ChlorineConcentration,Gun_Point,MedicalImages,RefrigerationDevices,Cricket_Z,FacesUCR,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Ham,SonyAIBORobotSurfaceII,Worms,Earthquakes,uWaveGestureLibrary_Y,Symbols,Computers,CinC_ECG_torso,ECG5000,InlineSkate,MoteStrain,Strawberry,ItalyPowerDemand,ScreenType,Cricket_Y,ECGFiveDays,wafer,LargeKitchenAppliances,ToeSegmentation1,WormsTwoClass,Meat,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,FordA,PhalangesOutlinesCorrect,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ECG200,MiddlePhalanxOutlineCorrect,Beef,MiddlePhalanxOutlineAgeGroup,OSULeaf,DistalPhalanxOutlineAgeGroup,SonyAIBORobotSurface,ArrowHead,Coffee,MiddlePhalanxTW,Wine,DistalPhalanxOutlineCorrect,Trace,ShapeletSim,DistalPhalanxTW,BeetleFly,HandOutlines,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
ProximalPhalanxTW,50words,InsectWingbeatSound,FaceAll,MedicalImages,WordsSynonyms,MALLAT,Lighting7,Phoneme,ShapesAll,Cricket_X,uWaveGestureLibrary_X,ChlorineConcentration,OliveOil,CBF,ScreenType,uWaveGestureLibrary_Y,ElectricDevices,Ham,InlineSkate,Cricket_Z,Cricket_Y,Lighting2,FacesUCR,UWaveGestureLibraryAll,ECG5000,LargeKitchenAppliances,RefrigerationDevices,CinC_ECG_torso,uWaveGestureLibrary_Z,Computers,Gun_Point,Symbols,Two_Patterns,Worms,Strawberry,ItalyPowerDemand,ECGFiveDays,synthetic_control,FordA,SmallKitchenAppliances,WormsTwoClass,Meat,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,Beef,ECG200,MoteStrain,SonyAIBORobotSurface,MiddlePhalanxTW,Trace,ArrowHead,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,Coffee,ToeSegmentation1,Wine,MiddlePhalanxOutlineCorrect,wafer,PhalangesOutlinesCorrect,ToeSegmentation2,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,OSULeaf,HandOutlines,DistalPhalanxOutlineCorrect,Adiac,ShapeletSim,yoga,Earthquakes,SwedishLeaf,Car,BirdChicken,DiatomSizeReduction,BeetleFly,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
RefrigerationDevices,ShapesAll,Phoneme,SwedishLeaf,Adiac,MedicalImages,FISH,InlineSkate,ElectricDevices,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_Y,Cricket_X,FaceAll,Symbols,InsectWingbeatSound,OSULeaf,WordsSynonyms,DiatomSizeReduction,50words,Lighting7,MiddlePhalanxTW,UWaveGestureLibraryAll,Cricket_Z,uWaveGestureLibrary_Y,ChlorineConcentration,Car,CinC_ECG_torso,ProximalPhalanxTW,Two_Patterns,uWaveGestureLibrary_Z,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,MALLAT,ECG5000,FacesUCR,OliveOil,ECGFiveDays,Worms,FordA,ItalyPowerDemand,DistalPhalanxOutlineCorrect,Ham,synthetic_control,MiddlePhalanxOutlineCorrect,Lighting2,TwoLeadECG,FordB,Plane,PhalangesOutlinesCorrect,ToeSegmentation2,BeetleFly,ToeSegmentation1,Herring,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ECG200,BirdChicken,MoteStrain,SonyAIBORobotSurface,ShapeletSim,Earthquakes,Trace,yoga,NonInvasiveFatalECG_Thorax2,Gun_Point,FaceFour,wafer,Strawberry,Meat,NonInvasiveFatalECG_Thorax1,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Haptics,ScreenType,LargeKitchenAppliances,Computers
ScreenType,InsectWingbeatSound,uWaveGestureLibrary_X,FaceAll,ShapesAll,Phoneme,Cricket_Y,ProximalPhalanxTW,uWaveGestureLibrary_Y,Cricket_X,InlineSkate,Lighting7,DistalPhalanxTW,ElectricDevices,MiddlePhalanxTW,ECGFiveDays,MedicalImages,ItalyPowerDemand,DistalPhalanxOutlineAgeGroup,UWaveGestureLibraryAll,DistalPhalanxOutlineCorrect,ECG5000,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,Symbols,CBF,Ham,Cricket_Z,ChlorineConcentration,MiddlePhalanxOutlineCorrect,FordA,FacesUCR,uWaveGestureLibrary_Z,50words,Two_Patterns,Lighting2,WordsSynonyms,MoteStrain,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Worms,synthetic_control,ToeSegmentation1,MALLAT,ECG200,OliveOil,Gun_Point,SonyAIBORobotSurface,ToeSegmentation2,Strawberry,Earthquakes,OSULeaf,WormsTwoClass,Trace,wafer,Meat,ShapeletSim,Adiac,BeetleFly,Beef,BirdChicken,yoga,ArrowHead,Coffee,Wine,SwedishLeaf,DiatomSizeReduction,Car,HandOutlines,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,Haptics,LargeKitchenAppliances,Computers,SmallKitchenAppliances
ShapeletSim,ShapesAll,Cricket_Z,Cricket_X,SwedishLeaf,Adiac,OSULeaf,Cricket_Y,Trace,synthetic_control,DiatomSizeReduction,Plane,Phoneme,Car,ToeSegmentation2,yoga,BirdChicken,uWaveGestureLibrary_Y,Haptics,wafer,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,BeetleFly,FISH,RefrigerationDevices,ToeSegmentation1,Symbols,Worms,ElectricDevices,UWaveGestureLibraryAll,Herring,Earthquakes,FacesUCR,Two_Patterns,SmallKitchenAppliances,MoteStrain,SonyAIBORobotSurface,InlineSkate,ECG200,LargeKitchenAppliances,CinC_ECG_torso,NonInvasiveFatalECG_Thorax2,SonyAIBORobotSurfaceII,DistalPhalanxTW,FaceAll,InsectWingbeatSound,ScreenType,FaceFour,TwoLeadECG,MiddlePhalanxTW,ProximalPhalanxTW,MedicalImages,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Lighting7,DistalPhalanxOutlineAgeGroup,WordsSynonyms,ItalyPowerDemand,ECGFiveDays,50words,NonInvasiveFatalECG_Thorax1,ECG5000,MALLAT,ProximalPhalanxOutlineAgeGroup,OliveOil,Computers,CBF,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Ham,Lighting2,ProximalPhalanxOutlineCorrect,Meat,PhalangesOutlinesCorrect,Gun_Point,Beef,Strawberry,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,FordB
ShapesAll,Adiac,SwedishLeaf,Phoneme,50words,DiatomSizeReduction,OSULeaf,Cricket_Z,Car,FISH,synthetic_control,Cricket_Y,Symbols,Cricket_X,InsectWingbeatSound,ShapeletSim,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,WordsSynonyms,FaceAll,uWaveGestureLibrary_X,ElectricDevices,yoga,Trace,UWaveGestureLibraryAll,Haptics,MedicalImages,Plane,RefrigerationDevices,InlineSkate,Worms,Lighting7,MALLAT,FacesUCR,ToeSegmentation2,ProximalPhalanxTW,MiddlePhalanxTW,wafer,ToeSegmentation1,DistalPhalanxTW,SmallKitchenAppliances,MoteStrain,Two_Patterns,CinC_ECG_torso,SonyAIBORobotSurface,ECG200,SonyAIBORobotSurfaceII,LargeKitchenAppliances,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,FordB,DistalPhalanxOutlineAgeGroup,TwoLeadECG,ECG5000,ScreenType,OliveOil,FordA,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,CBF,ECGFiveDays,Computers,NonInvasiveFatalECG_Thorax2,FaceFour,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,NonInvasiveFatalECG_Thorax1,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Beef,Meat,Strawberry,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Herring,BirdChicken,BeetleFly
SmallKitchenAppliances,Cricket_Z,Trace,uWaveGestureLibrary_Z,Phoneme,Cricket_X,Two_Patterns,UWaveGestureLibraryAll,Cricket_Y,ShapesAll,InlineSkate,ElectricDevices,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,DistalPhalanxTW,CinC_ECG_torso,FordA,Worms,Symbols,synthetic_control,TwoLeadECG,FordB,FaceAll,ECGFiveDays,InsectWingbeatSound,ItalyPowerDemand,ECG5000,ECG200,FacesUCR,SonyAIBORobotSurface,MoteStrain,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,ToeSegmentation2,ToeSegmentation1,MiddlePhalanxTW,MedicalImages,SonyAIBORobotSurfaceII,Adiac,Lighting7,OSULeaf,ShapeletSim,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,BeetleFly,DistalPhalanxOutlineCorrect,BirdChicken,yoga,CBF,WordsSynonyms,50words,Ham,SwedishLeaf,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,DiatomSizeReduction,Car,wafer,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Earthquakes,FISH,Plane,Gun_Point,Strawberry,Meat,Herring,WormsTwoClass,Beef,ArrowHead,FaceFour,NonInvasiveFatalECG_Thorax2,Coffee,Wine,NonInvasiveFatalECG_Thorax1,HandOutlines,Haptics,ScreenType,LargeKitchenAppliances,Computers
SonyAIBORobotSurface,ShapesAll,InlineSkate,uWaveGestureLibrary_Z,Worms,Phoneme,Symbols,OSULeaf,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,CinC_ECG_torso,TwoLeadECG,FordB,Cricket_Y,ECG200,uWaveGestureLibrary_X,Cricket_Z,SonyAIBORobotSurfaceII,synthetic_control,Two_Patterns,Cricket_X,FordA,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,ECG5000,Trace,ToeSegmentation2,LargeKitchenAppliances,DistalPhalanxTW,ShapeletSim,RefrigerationDevices,FacesUCR,MoteStrain,BeetleFly,FaceAll,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,BirdChicken,ScreenType,Adiac,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MiddlePhalanxTW,MedicalImages,ProximalPhalanxOutlineAgeGroup,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Ham,wafer,yoga,ChlorineConcentration,Lighting2,50words,WordsSynonyms,Plane,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,SwedishLeaf,MALLAT,DiatomSizeReduction,Gun_Point,OliveOil,Car,Strawberry,Haptics,FISH,WormsTwoClass,Herring,Meat,Beef,NonInvasiveFatalECG_Thorax2,ArrowHead,Coffee,Wine,FaceFour,HandOutlines
SonyAIBORobotSurfaceII,ShapesAll,Cricket_Y,MedicalImages,synthetic_control,InsectWingbeatSound,MiddlePhalanxTW,uWaveGestureLibrary_X,ECG200,Cricket_X,Phoneme,Ham,MiddlePhalanxOutlineAgeGroup,FaceAll,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,UWaveGestureLibraryAll,ProximalPhalanxTW,Trace,ElectricDevices,SonyAIBORobotSurface,Lighting7,WordsSynonyms,MiddlePhalanxOutlineCorrect,CBF,Worms,DistalPhalanxOutlineCorrect,Cricket_Z,DistalPhalanxOutlineAgeGroup,ShapeletSim,InlineSkate,MoteStrain,50words,SmallKitchenAppliances,BeetleFly,ScreenType,Symbols,OSULeaf,CinC_ECG_torso,BirdChicken,Lighting2,FacesUCR,TwoLeadECG,MALLAT,Computers,FordB,OliveOil,LargeKitchenAppliances,Two_Patterns,Adiac,RefrigerationDevices,FordA,PhalangesOutlinesCorrect,ToeSegmentation1,ItalyPowerDemand,ECGFiveDays,ProximalPhalanxOutlineCorrect,ECG5000,ToeSegmentation2,wafer,yoga,Plane,Gun_Point,SwedishLeaf,Meat,Earthquakes,DiatomSizeReduction,Strawberry,Car,Haptics,Beef,FISH,Herring,WormsTwoClass,ArrowHead,NonInvasiveFatalECG_Thorax2,FaceFour,Coffee,Wine,NonInvasiveFatalECG_Thorax1
