,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
InsectWingbeatSound,FaceAll,MedicalImages,MiddlePhalanxTW,ProximalPhalanxTW,Phoneme,DistalPhalanxTW,Lighting7,ShapesAll,Cricket_X,uWaveGestureLibrary_X,50words,MiddlePhalanxOutlineAgeGroup,InlineSkate,ChlorineConcentration,ScreenType,WordsSynonyms,uWaveGestureLibrary_Y,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Ham,DistalPhalanxOutlineCorrect,Cricket_Y,CBF,ElectricDevices,Computers,MiddlePhalanxOutlineCorrect,Cricket_Z,LargeKitchenAppliances,UWaveGestureLibraryAll,RefrigerationDevices,Lighting2,MALLAT,CinC_ECG_torso,FacesUCR,uWaveGestureLibrary_Z,ECG5000,PhalangesOutlinesCorrect,Symbols,Two_Patterns,ECGFiveDays,OliveOil,ItalyPowerDemand,ProximalPhalanxOutlineCorrect,SmallKitchenAppliances,FordA,Gun_Point,Worms,TwoLeadECG,FordB,Strawberry,SonyAIBORobotSurface,synthetic_control,WormsTwoClass,ECG200,SonyAIBORobotSurfaceII,Meat,Trace,MoteStrain,Beef,ToeSegmentation1,ArrowHead,Coffee,Wine,wafer,ToeSegmentation2,yoga,Adiac,OSULeaf,ShapeletSim,HandOutlines,SwedishLeaf,DiatomSizeReduction,Car,BirdChicken,BeetleFly,FISH,Earthquakes,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ItalyPowerDemand,Phoneme,Two_Patterns,UWaveGestureLibraryAll,InsectWingbeatSound,Cricket_Z,uWaveGestureLibrary_Z,FaceAll,Cricket_X,InlineSkate,Cricket_Y,ScreenType,ShapesAll,ElectricDevices,DistalPhalanxTW,LargeKitchenAppliances,uWaveGestureLibrary_X,CinC_ECG_torso,SmallKitchenAppliances,ProximalPhalanxTW,FordA,Symbols,uWaveGestureLibrary_Y,ECGFiveDays,MiddlePhalanxTW,MedicalImages,ECG5000,TwoLeadECG,Lighting7,FordB,DistalPhalanxOutlineAgeGroup,Worms,Computers,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,WordsSynonyms,FacesUCR,DistalPhalanxOutlineCorrect,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,50words,ECG200,CBF,Ham,SonyAIBORobotSurface,MALLAT,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,synthetic_control,OliveOil,MoteStrain,Lighting2,Trace,ToeSegmentation1,ToeSegmentation2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OSULeaf,Gun_Point,Strawberry,Adiac,Meat,ShapeletSim,wafer,Earthquakes,WormsTwoClass,SwedishLeaf,Beef,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Car,ArrowHead,FISH,Plane,Coffee,Wine,Herring,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
LargeKitchenAppliances,InlineSkate,Phoneme,DistalPhalanxTW,ElectricDevices,uWaveGestureLibrary_X,Cricket_Y,FaceAll,CinC_ECG_torso,InsectWingbeatSound,Cricket_X,FordA,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,ShapesAll,Cricket_Z,Two_Patterns,uWaveGestureLibrary_Z,ECGFiveDays,ItalyPowerDemand,ECG5000,DistalPhalanxOutlineAgeGroup,Symbols,ProximalPhalanxTW,MiddlePhalanxTW,TwoLeadECG,MedicalImages,FordB,Lighting7,MiddlePhalanxOutlineAgeGroup,Worms,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineCorrect,FacesUCR,CBF,Ham,50words,WordsSynonyms,ECG200,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,Lighting2,synthetic_control,MoteStrain,MALLAT,ToeSegmentation1,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Trace,ToeSegmentation2,Gun_Point,Strawberry,OSULeaf,Meat,wafer,WormsTwoClass,Adiac,ShapeletSim,Earthquakes,yoga,Beef,SwedishLeaf,BirdChicken,BeetleFly,ArrowHead,DiatomSizeReduction,Car,Coffee,FISH,Wine,Plane,Herring,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,ScreenType,RefrigerationDevices,SmallKitchenAppliances
Lighting2,MedicalImages,WordsSynonyms,50words,ChlorineConcentration,MiddlePhalanxTW,Cricket_X,FaceAll,Lighting7,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxTW,Phoneme,PhalangesOutlinesCorrect,InsectWingbeatSound,Ham,CBF,MiddlePhalanxOutlineCorrect,Cricket_Z,ProximalPhalanxOutlineAgeGroup,ShapesAll,MALLAT,DistalPhalanxOutlineAgeGroup,uWaveGestureLibrary_X,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,DistalPhalanxTW,OliveOil,FacesUCR,uWaveGestureLibrary_Y,ElectricDevices,RefrigerationDevices,ScreenType,UWaveGestureLibraryAll,InlineSkate,Gun_Point,Computers,Cricket_Y,ECG5000,CinC_ECG_torso,uWaveGestureLibrary_Z,Symbols,synthetic_control,LargeKitchenAppliances,Strawberry,ItalyPowerDemand,Worms,ECGFiveDays,Two_Patterns,SonyAIBORobotSurfaceII,WormsTwoClass,FordA,SmallKitchenAppliances,Meat,MoteStrain,TwoLeadECG,FordB,Beef,ECG200,ToeSegmentation1,SonyAIBORobotSurface,wafer,ArrowHead,Trace,ToeSegmentation2,Coffee,Wine,Earthquakes,OSULeaf,Adiac,HandOutlines,ShapeletSim,SwedishLeaf,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Car,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
Lighting7,WordsSynonyms,50words,InsectWingbeatSound,MedicalImages,FaceAll,Cricket_X,MiddlePhalanxTW,ProximalPhalanxTW,Phoneme,MALLAT,ChlorineConcentration,ShapesAll,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,DistalPhalanxTW,CBF,ProximalPhalanxOutlineAgeGroup,OliveOil,DistalPhalanxOutlineAgeGroup,FacesUCR,MiddlePhalanxOutlineCorrect,Lighting2,Ham,uWaveGestureLibrary_Y,Cricket_Z,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,InlineSkate,ElectricDevices,ScreenType,DistalPhalanxOutlineCorrect,Cricket_Y,Gun_Point,UWaveGestureLibraryAll,ECG5000,CinC_ECG_torso,uWaveGestureLibrary_Z,RefrigerationDevices,Strawberry,LargeKitchenAppliances,Computers,Symbols,synthetic_control,Two_Patterns,Worms,ItalyPowerDemand,ECGFiveDays,Meat,WormsTwoClass,FordA,SmallKitchenAppliances,Beef,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,ECG200,ArrowHead,SonyAIBORobotSurface,MoteStrain,Coffee,Trace,Wine,ToeSegmentation1,wafer,ToeSegmentation2,HandOutlines,OSULeaf,Adiac,ShapeletSim,yoga,SwedishLeaf,Earthquakes,BirdChicken,Car,DiatomSizeReduction,BeetleFly,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MALLAT,50words,WordsSynonyms,OliveOil,FaceAll,ShapesAll,Gun_Point,FacesUCR,ProximalPhalanxTW,Lighting7,Strawberry,ProximalPhalanxOutlineCorrect,MedicalImages,PhalangesOutlinesCorrect,Cricket_X,CBF,MiddlePhalanxTW,Lighting2,ProximalPhalanxOutlineAgeGroup,Cricket_Z,ChlorineConcentration,InsectWingbeatSound,DistalPhalanxTW,WormsTwoClass,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,DistalPhalanxOutlineAgeGroup,Ham,ECG5000,synthetic_control,Meat,DistalPhalanxOutlineCorrect,Cricket_Y,UWaveGestureLibraryAll,CinC_ECG_torso,ElectricDevices,ScreenType,Computers,InlineSkate,RefrigerationDevices,uWaveGestureLibrary_Z,Worms,Beef,LargeKitchenAppliances,Symbols,ItalyPowerDemand,ECGFiveDays,ArrowHead,FordA,Coffee,Two_Patterns,SmallKitchenAppliances,Wine,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,ECG200,SonyAIBORobotSurface,HandOutlines,MoteStrain,wafer,Trace,ToeSegmentation1,ToeSegmentation2,OSULeaf,Adiac,yoga,ShapeletSim,Earthquakes,SwedishLeaf,BirdChicken,BeetleFly,DiatomSizeReduction,Car,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics
Meat,FacesUCR,50words,WordsSynonyms,uWaveGestureLibrary_Y,WormsTwoClass,Phoneme,FaceAll,Beef,ECG5000,MALLAT,MedicalImages,ArrowHead,Strawberry,synthetic_control,Lighting7,OliveOil,Coffee,Wine,ProximalPhalanxTW,Gun_Point,ShapesAll,MiddlePhalanxTW,CBF,Cricket_X,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,Cricket_Y,PhalangesOutlinesCorrect,InsectWingbeatSound,ChlorineConcentration,Worms,MiddlePhalanxOutlineAgeGroup,Lighting2,uWaveGestureLibrary_X,Cricket_Z,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,MiddlePhalanxOutlineCorrect,HandOutlines,ElectricDevices,UWaveGestureLibraryAll,Ham,DistalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,ScreenType,InlineSkate,RefrigerationDevices,Symbols,Computers,LargeKitchenAppliances,Two_Patterns,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,FordA,SonyAIBORobotSurfaceII,wafer,TwoLeadECG,FordB,MoteStrain,ECG200,SonyAIBORobotSurface,Trace,ToeSegmentation1,ToeSegmentation2,OSULeaf,Earthquakes,Adiac,SwedishLeaf,ShapeletSim,DiatomSizeReduction,yoga,Car,BirdChicken,BeetleFly,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MedicalImages,50words,MiddlePhalanxTW,InsectWingbeatSound,ChlorineConcentration,Cricket_X,WordsSynonyms,ProximalPhalanxTW,FaceAll,Lighting7,MiddlePhalanxOutlineAgeGroup,Phoneme,ShapesAll,uWaveGestureLibrary_X,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,CBF,MALLAT,FacesUCR,ScreenType,uWaveGestureLibrary_Y,Cricket_Z,ElectricDevices,InlineSkate,OliveOil,Cricket_Y,UWaveGestureLibraryAll,CinC_ECG_torso,LargeKitchenAppliances,ECG5000,uWaveGestureLibrary_Z,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,MiddlePhalanxOutlineCorrect,Two_Patterns,Ham,Symbols,Strawberry,DistalPhalanxOutlineCorrect,Worms,RefrigerationDevices,Computers,Meat,synthetic_control,WormsTwoClass,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,Beef,FordA,Trace,TwoLeadECG,ArrowHead,FordB,SonyAIBORobotSurfaceII,ECG200,SonyAIBORobotSurface,Coffee,MoteStrain,Wine,ToeSegmentation1,Adiac,wafer,HandOutlines,OSULeaf,SwedishLeaf,ToeSegmentation2,Car,DiatomSizeReduction,FISH,yoga,ShapeletSim,Earthquakes,BirdChicken,BeetleFly,Plane,FaceFour,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MiddlePhalanxOutlineAgeGroup,InsectWingbeatSound,MedicalImages,Lighting7,Cricket_X,ChlorineConcentration,WordsSynonyms,Ham,50words,FaceAll,Phoneme,CBF,ShapesAll,uWaveGestureLibrary_X,Cricket_Z,Lighting2,uWaveGestureLibrary_Y,ScreenType,MALLAT,InlineSkate,ElectricDevices,Computers,Cricket_Y,RefrigerationDevices,FacesUCR,OliveOil,UWaveGestureLibraryAll,ECG5000,Symbols,CinC_ECG_torso,LargeKitchenAppliances,uWaveGestureLibrary_Z,Gun_Point,MiddlePhalanxTW,ItalyPowerDemand,ECGFiveDays,Two_Patterns,Worms,synthetic_control,Strawberry,MiddlePhalanxOutlineCorrect,FordA,SmallKitchenAppliances,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,WormsTwoClass,Meat,DistalPhalanxOutlineAgeGroup,MoteStrain,ECG200,DistalPhalanxTW,SonyAIBORobotSurface,ProximalPhalanxTW,PhalangesOutlinesCorrect,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,Beef,ToeSegmentation1,Trace,ArrowHead,wafer,ToeSegmentation2,ProximalPhalanxOutlineCorrect,Coffee,Wine,OSULeaf,Earthquakes,Adiac,ShapeletSim,SwedishLeaf,HandOutlines,yoga,DiatomSizeReduction,BirdChicken,Car,BeetleFly,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MiddlePhalanxOutlineCorrect,MedicalImages,Cricket_X,WordsSynonyms,InsectWingbeatSound,Lighting7,FaceAll,ChlorineConcentration,Ham,50words,Phoneme,ShapesAll,CBF,uWaveGestureLibrary_X,Cricket_Z,Lighting2,uWaveGestureLibrary_Y,ScreenType,MALLAT,InlineSkate,Computers,RefrigerationDevices,OliveOil,ElectricDevices,Cricket_Y,MiddlePhalanxTW,UWaveGestureLibraryAll,ECG5000,Symbols,FacesUCR,MiddlePhalanxOutlineAgeGroup,LargeKitchenAppliances,CinC_ECG_torso,Gun_Point,uWaveGestureLibrary_Z,ItalyPowerDemand,ECGFiveDays,synthetic_control,Worms,Two_Patterns,Strawberry,SonyAIBORobotSurfaceII,FordA,SmallKitchenAppliances,MoteStrain,TwoLeadECG,FordB,WormsTwoClass,Meat,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,PhalangesOutlinesCorrect,ECG200,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ToeSegmentation1,SonyAIBORobotSurface,ProximalPhalanxTW,Beef,Trace,wafer,ToeSegmentation2,ArrowHead,ProximalPhalanxOutlineCorrect,Earthquakes,OSULeaf,Coffee,Wine,Adiac,ShapeletSim,HandOutlines,SwedishLeaf,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Car,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MiddlePhalanxTW,MedicalImages,InsectWingbeatSound,50words,FaceAll,ChlorineConcentration,Cricket_X,Phoneme,Lighting7,ShapesAll,WordsSynonyms,uWaveGestureLibrary_X,CBF,ScreenType,uWaveGestureLibrary_Y,MALLAT,InlineSkate,Ham,Cricket_Z,ElectricDevices,Lighting2,Cricket_Y,FacesUCR,OliveOil,UWaveGestureLibraryAll,LargeKitchenAppliances,CinC_ECG_torso,uWaveGestureLibrary_Z,ECG5000,Computers,RefrigerationDevices,Gun_Point,Symbols,Two_Patterns,Strawberry,Worms,ItalyPowerDemand,ECGFiveDays,MiddlePhalanxOutlineAgeGroup,synthetic_control,SmallKitchenAppliances,FordA,Meat,WormsTwoClass,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,Beef,ProximalPhalanxTW,DistalPhalanxTW,Trace,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,ECG200,MoteStrain,MiddlePhalanxOutlineCorrect,ArrowHead,ProximalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,Coffee,Wine,ToeSegmentation1,DistalPhalanxOutlineCorrect,wafer,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Adiac,OSULeaf,SwedishLeaf,HandOutlines,Car,DiatomSizeReduction,yoga,ShapeletSim,Earthquakes,FISH,BirdChicken,BeetleFly,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MoteStrain,InsectWingbeatSound,ProximalPhalanxTW,Trace,Cricket_Z,ShapesAll,FaceAll,MiddlePhalanxTW,MedicalImages,Cricket_X,Cricket_Y,DistalPhalanxTW,Lighting7,Phoneme,ScreenType,InlineSkate,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,ElectricDevices,synthetic_control,ECG5000,LargeKitchenAppliances,50words,Symbols,WordsSynonyms,UWaveGestureLibraryAll,CinC_ECG_torso,FacesUCR,uWaveGestureLibrary_Z,RefrigerationDevices,Two_Patterns,Computers,SmallKitchenAppliances,MALLAT,ItalyPowerDemand,DistalPhalanxOutlineCorrect,Worms,ECGFiveDays,OliveOil,Ham,FordA,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,Lighting2,ECG200,ToeSegmentation1,SonyAIBORobotSurface,Adiac,OSULeaf,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ToeSegmentation2,SwedishLeaf,Gun_Point,Meat,ShapeletSim,Car,Strawberry,FISH,DiatomSizeReduction,yoga,wafer,Earthquakes,BirdChicken,BeetleFly,Beef,WormsTwoClass,ArrowHead,Plane,Coffee,Wine,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,HandOutlines
NonInvasiveFatalECG_Thorax1,FaceFour,Plane,Phoneme,SwedishLeaf,OSULeaf,ShapesAll,FISH,Symbols,Adiac,Herring,DiatomSizeReduction,Earthquakes,Car,RefrigerationDevices,BeetleFly,Haptics,BirdChicken,synthetic_control,ShapeletSim,yoga,FacesUCR,Cricket_Z,ToeSegmentation2,wafer,Cricket_X,uWaveGestureLibrary_Y,ToeSegmentation1,Trace,ElectricDevices,Cricket_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax2,Worms,uWaveGestureLibrary_Z,SmallKitchenAppliances,MoteStrain,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,ECG200,InlineSkate,Two_Patterns,FordB,TwoLeadECG,CinC_ECG_torso,FordA,LargeKitchenAppliances,DistalPhalanxTW,ECGFiveDays,ItalyPowerDemand,FaceAll,InsectWingbeatSound,ECG5000,ScreenType,DistalPhalanxOutlineAgeGroup,Computers,ProximalPhalanxTW,MedicalImages,MiddlePhalanxTW,Lighting7,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,WordsSynonyms,Ham,CBF,50words,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
NonInvasiveFatalECG_Thorax2,FaceFour,Plane,SwedishLeaf,Phoneme,Adiac,ShapesAll,OSULeaf,FISH,Symbols,Herring,DiatomSizeReduction,Earthquakes,Car,RefrigerationDevices,BeetleFly,BirdChicken,Haptics,synthetic_control,ShapeletSim,Cricket_Z,yoga,ToeSegmentation2,wafer,FacesUCR,Cricket_Y,Cricket_X,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,Trace,ElectricDevices,ToeSegmentation1,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,Worms,SmallKitchenAppliances,MoteStrain,NonInvasiveFatalECG_Thorax1,SonyAIBORobotSurfaceII,ECG200,SonyAIBORobotSurface,InlineSkate,Two_Patterns,FordB,CinC_ECG_torso,TwoLeadECG,InsectWingbeatSound,FaceAll,FordA,DistalPhalanxTW,LargeKitchenAppliances,50words,WordsSynonyms,ItalyPowerDemand,ECGFiveDays,ECG5000,MedicalImages,ScreenType,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Computers,Lighting7,MiddlePhalanxTW,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,CBF,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
OSULeaf,ShapesAll,Adiac,SwedishLeaf,Phoneme,Car,FISH,DiatomSizeReduction,Symbols,Cricket_Y,Plane,Cricket_Z,synthetic_control,Cricket_X,NonInvasiveFatalECG_Thorax2,InsectWingbeatSound,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,NonInvasiveFatalECG_Thorax1,ElectricDevices,Trace,FaceFour,WordsSynonyms,FaceAll,50words,Herring,ShapeletSim,BirdChicken,BeetleFly,InlineSkate,Worms,MedicalImages,FacesUCR,Two_Patterns,SmallKitchenAppliances,DistalPhalanxTW,RefrigerationDevices,CinC_ECG_torso,ToeSegmentation2,LargeKitchenAppliances,SonyAIBORobotSurface,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,MALLAT,ECG200,ToeSegmentation1,ScreenType,FordB,TwoLeadECG,ECG5000,DistalPhalanxOutlineAgeGroup,Earthquakes,MiddlePhalanxOutlineAgeGroup,MoteStrain,FordA,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,ECGFiveDays,SonyAIBORobotSurfaceII,OliveOil,ItalyPowerDemand,Computers,wafer,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,Meat,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine,HandOutlines,Haptics
OliveOil,50words,Gun_Point,Phoneme,MALLAT,WordsSynonyms,ShapesAll,FacesUCR,FaceAll,ProximalPhalanxTW,Strawberry,Lighting7,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,CBF,Cricket_X,MedicalImages,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxTW,Lighting2,ChlorineConcentration,Cricket_Z,InsectWingbeatSound,MiddlePhalanxOutlineAgeGroup,DistalPhalanxTW,WormsTwoClass,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineAgeGroup,ECG5000,Meat,synthetic_control,DistalPhalanxOutlineCorrect,Cricket_Y,UWaveGestureLibraryAll,CinC_ECG_torso,ElectricDevices,ScreenType,InlineSkate,RefrigerationDevices,uWaveGestureLibrary_Z,Computers,Worms,LargeKitchenAppliances,Beef,Symbols,ArrowHead,ItalyPowerDemand,ECGFiveDays,Two_Patterns,SmallKitchenAppliances,Coffee,FordA,Wine,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,MoteStrain,ECG200,SonyAIBORobotSurface,HandOutlines,wafer,Trace,ToeSegmentation1,ToeSegmentation2,OSULeaf,Adiac,SwedishLeaf,Earthquakes,yoga,ShapeletSim,DiatomSizeReduction,Car,BirdChicken,BeetleFly,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
PhalangesOutlinesCorrect,WordsSynonyms,50words,FaceAll,Cricket_X,Lighting7,Lighting2,Phoneme,MALLAT,MedicalImages,InsectWingbeatSound,Cricket_Z,FacesUCR,ChlorineConcentration,uWaveGestureLibrary_X,OliveOil,ShapesAll,CBF,Gun_Point,Ham,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Y,Strawberry,RefrigerationDevices,synthetic_control,ECG5000,CinC_ECG_torso,uWaveGestureLibrary_Z,ScreenType,InlineSkate,Cricket_Y,Computers,Worms,Symbols,LargeKitchenAppliances,WormsTwoClass,ItalyPowerDemand,Meat,ECGFiveDays,MiddlePhalanxOutlineAgeGroup,Two_Patterns,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,ProximalPhalanxTW,FordA,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxTW,MoteStrain,Beef,TwoLeadECG,DistalPhalanxOutlineAgeGroup,FordB,ArrowHead,wafer,ECG200,ToeSegmentation1,Coffee,SonyAIBORobotSurface,Wine,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Trace,ToeSegmentation2,Earthquakes,OSULeaf,HandOutlines,Adiac,ShapeletSim,SwedishLeaf,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Car,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
Phoneme,50words,ShapesAll,Adiac,Cricket_Y,WordsSynonyms,InlineSkate,Two_Patterns,UWaveGestureLibraryAll,ElectricDevices,FaceAll,uWaveGestureLibrary_Z,Cricket_Z,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_X,FacesUCR,InsectWingbeatSound,CinC_ECG_torso,LargeKitchenAppliances,Symbols,SwedishLeaf,SmallKitchenAppliances,uWaveGestureLibrary_Y,MedicalImages,FordA,ProximalPhalanxTW,Lighting7,ScreenType,Worms,ECG5000,MiddlePhalanxTW,FISH,TwoLeadECG,FordB,ECGFiveDays,OSULeaf,ItalyPowerDemand,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,synthetic_control,Computers,OliveOil,Trace,SonyAIBORobotSurface,ECG200,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,ChlorineConcentration,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,ToeSegmentation1,MoteStrain,Car,Lighting2,ToeSegmentation2,Earthquakes,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Meat,Beef,Plane,NonInvasiveFatalECG_Thorax2,Gun_Point,ShapeletSim,NonInvasiveFatalECG_Thorax1,Strawberry,BeetleFly,BirdChicken,wafer,yoga,WormsTwoClass,ArrowHead,Coffee,Wine,Herring,FaceFour,HandOutlines,Haptics
