,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
MiddlePhalanxTW,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,ElectricDevices,uWaveGestureLibrary_X,MALLAT,InlineSkate,ProximalPhalanxTW,InsectWingbeatSound,synthetic_control,Beef,DistalPhalanxTW,MedicalImages,NonInvasiveFatalECG_Thorax2,Worms,Lighting7,Trace,NonInvasiveFatalECG_Thorax1,Two_Patterns,OSULeaf,CinC_ECG_torso,ECG5000,Symbols,OliveOil,Meat,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,ArrowHead,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Car,LargeKitchenAppliances,Plane,FISH,DiatomSizeReduction,SonyAIBORobotSurface,ScreenType,DistalPhalanxOutlineCorrect,ECG200,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Coffee,MiddlePhalanxOutlineCorrect,FordB,ShapeletSim,TwoLeadECG,Wine,FordA,WormsTwoClass,ToeSegmentation2,HandOutlines,ToeSegmentation1,yoga,RefrigerationDevices,wafer,ECGFiveDays,CBF,ItalyPowerDemand,BirdChicken,Strawberry,Gun_Point,MoteStrain,BeetleFly,SonyAIBORobotSurfaceII,Computers,ChlorineConcentration,Lighting2,FaceFour,Earthquakes,Herring,Ham
MoteStrain,ShapesAll,Adiac,50words,Phoneme,WordsSynonyms,SwedishLeaf,FaceAll,Cricket_Y,Cricket_Z,Cricket_X,InsectWingbeatSound,UWaveGestureLibraryAll,FacesUCR,uWaveGestureLibrary_Z,InlineSkate,MedicalImages,uWaveGestureLibrary_X,ElectricDevices,uWaveGestureLibrary_Y,MALLAT,OSULeaf,DistalPhalanxTW,FISH,Symbols,Lighting7,Two_Patterns,NonInvasiveFatalECG_Thorax2,synthetic_control,Car,ProximalPhalanxTW,MiddlePhalanxTW,CinC_ECG_torso,DiatomSizeReduction,Worms,NonInvasiveFatalECG_Thorax1,LargeKitchenAppliances,Plane,ECG5000,SmallKitchenAppliances,RefrigerationDevices,OliveOil,ScreenType,DistalPhalanxOutlineAgeGroup,Beef,TwoLeadECG,FordA,FordB,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,CBF,ProximalPhalanxOutlineAgeGroup,ECGFiveDays,ECG200,ItalyPowerDemand,SonyAIBORobotSurface,Trace,yoga,ToeSegmentation1,Meat,ShapeletSim,Computers,PhalangesOutlinesCorrect,Lighting2,BirdChicken,ProximalPhalanxOutlineCorrect,wafer,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Herring,Ham,DistalPhalanxOutlineCorrect,Earthquakes,Gun_Point,ArrowHead,BeetleFly,Strawberry,WormsTwoClass,FaceFour,Haptics,Coffee,Wine
NonInvasiveFatalECG_Thorax1,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,50words,Cricket_X,FISH,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,OSULeaf,uWaveGestureLibrary_X,Symbols,InlineSkate,ElectricDevices,WordsSynonyms,FaceAll,uWaveGestureLibrary_Y,Plane,synthetic_control,DiatomSizeReduction,MedicalImages,Trace,Car,FacesUCR,NonInvasiveFatalECG_Thorax2,Two_Patterns,DistalPhalanxTW,Worms,SmallKitchenAppliances,MiddlePhalanxTW,Lighting7,CinC_ECG_torso,ProximalPhalanxTW,LargeKitchenAppliances,RefrigerationDevices,FaceFour,Herring,BeetleFly,yoga,BirdChicken,ScreenType,ShapeletSim,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ToeSegmentation2,ToeSegmentation1,FordA,DistalPhalanxOutlineAgeGroup,MoteStrain,Earthquakes,ECG5000,MALLAT,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Computers,ProximalPhalanxOutlineAgeGroup,wafer,CBF,DistalPhalanxOutlineCorrect,Haptics,Ham,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine
NonInvasiveFatalECG_Thorax2,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,50words,Cricket_X,FISH,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,uWaveGestureLibrary_X,OSULeaf,Symbols,InlineSkate,WordsSynonyms,ElectricDevices,FaceAll,uWaveGestureLibrary_Y,Plane,synthetic_control,MedicalImages,DiatomSizeReduction,Trace,Car,FacesUCR,Two_Patterns,DistalPhalanxTW,NonInvasiveFatalECG_Thorax1,Worms,MiddlePhalanxTW,SmallKitchenAppliances,Lighting7,CinC_ECG_torso,ProximalPhalanxTW,LargeKitchenAppliances,RefrigerationDevices,Herring,BeetleFly,yoga,BirdChicken,ScreenType,FaceFour,SonyAIBORobotSurface,ECG200,ShapeletSim,FordB,TwoLeadECG,ToeSegmentation2,ToeSegmentation1,FordA,DistalPhalanxOutlineAgeGroup,MoteStrain,MALLAT,ECG5000,Earthquakes,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Computers,ProximalPhalanxOutlineAgeGroup,CBF,wafer,DistalPhalanxOutlineCorrect,Haptics,Ham,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine
OSULeaf,yoga,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,50words,Cricket_Y,Cricket_Z,Cricket_X,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,WordsSynonyms,FaceAll,uWaveGestureLibrary_X,InlineSkate,ElectricDevices,uWaveGestureLibrary_Y,Plane,MedicalImages,DistalPhalanxTW,Two_Patterns,Symbols,Trace,synthetic_control,MiddlePhalanxTW,Worms,Lighting7,FaceFour,ProximalPhalanxTW,CinC_ECG_torso,FacesUCR,SmallKitchenAppliances,FISH,LargeKitchenAppliances,ScreenType,TwoLeadECG,FordB,ECG200,MALLAT,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,FordA,ECG5000,RefrigerationDevices,ECGFiveDays,MiddlePhalanxOutlineAgeGroup,ItalyPowerDemand,ToeSegmentation1,MoteStrain,ToeSegmentation2,SonyAIBORobotSurfaceII,ChlorineConcentration,DiatomSizeReduction,Computers,ProximalPhalanxOutlineAgeGroup,Car,ShapeletSim,CBF,BeetleFly,BirdChicken,DistalPhalanxOutlineCorrect,Ham,Earthquakes,MiddlePhalanxOutlineCorrect,Lighting2,wafer,OliveOil,Herring,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Haptics,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
OliveOil,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,Cricket_Y,Cricket_Z,FacesUCR,Cricket_X,InsectWingbeatSound,FaceAll,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,SwedishLeaf,InlineSkate,ElectricDevices,synthetic_control,DistalPhalanxTW,Beef,NonInvasiveFatalECG_Thorax2,MiddlePhalanxTW,Lighting7,Trace,Worms,NonInvasiveFatalECG_Thorax1,OSULeaf,Symbols,ProximalPhalanxTW,Two_Patterns,ECG5000,CinC_ECG_torso,LargeKitchenAppliances,SmallKitchenAppliances,Car,ArrowHead,ScreenType,FISH,Plane,Meat,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,SonyAIBORobotSurface,HandOutlines,ShapeletSim,ToeSegmentation1,FordA,Coffee,ECG200,ECGFiveDays,Wine,ToeSegmentation2,ItalyPowerDemand,MoteStrain,Computers,SonyAIBORobotSurfaceII,FordB,TwoLeadECG,yoga,ProximalPhalanxOutlineAgeGroup,MALLAT,DistalPhalanxOutlineCorrect,BirdChicken,Ham,CBF,BeetleFly,WormsTwoClass,MiddlePhalanxOutlineCorrect,wafer,Earthquakes,Lighting2,FaceFour,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Herring,Strawberry,Haptics
PhalangesOutlinesCorrect,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_Y,FacesUCR,Cricket_Z,FaceAll,Cricket_X,InsectWingbeatSound,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,SwedishLeaf,uWaveGestureLibrary_X,ElectricDevices,MiddlePhalanxTW,ProximalPhalanxTW,MedicalImages,synthetic_control,Beef,DistalPhalanxTW,NonInvasiveFatalECG_Thorax2,Worms,Two_Patterns,Trace,NonInvasiveFatalECG_Thorax1,ECG5000,OSULeaf,Symbols,CinC_ECG_torso,MALLAT,Lighting7,Meat,LargeKitchenAppliances,ArrowHead,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Car,ScreenType,Plane,FISH,DiatomSizeReduction,FordA,SonyAIBORobotSurface,ProximalPhalanxOutlineCorrect,ECG200,Coffee,HandOutlines,FordB,TwoLeadECG,DistalPhalanxOutlineCorrect,Wine,ECGFiveDays,MiddlePhalanxOutlineCorrect,ShapeletSim,ToeSegmentation2,ToeSegmentation1,ItalyPowerDemand,WormsTwoClass,OliveOil,RefrigerationDevices,yoga,MoteStrain,Computers,wafer,SonyAIBORobotSurfaceII,BirdChicken,CBF,BeetleFly,ChlorineConcentration,Strawberry,Ham,Earthquakes,FaceFour,Gun_Point,Herring,Haptics
Phoneme,ShapesAll,50words,Adiac,NonInvasiveFatalECG_Thorax2,WordsSynonyms,NonInvasiveFatalECG_Thorax1,Cricket_Z,FaceAll,Cricket_Y,Cricket_X,InsectWingbeatSound,SwedishLeaf,MedicalImages,FacesUCR,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,ElectricDevices,InlineSkate,Lighting7,synthetic_control,MiddlePhalanxTW,DistalPhalanxTW,ProximalPhalanxTW,OSULeaf,Symbols,Plane,FISH,Trace,Worms,Two_Patterns,CinC_ECG_torso,ECG5000,Car,DiatomSizeReduction,OliveOil,SmallKitchenAppliances,ScreenType,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,CBF,RefrigerationDevices,Beef,FaceFour,ShapeletSim,SonyAIBORobotSurface,MoteStrain,yoga,SonyAIBORobotSurfaceII,ECG200,ToeSegmentation1,ToeSegmentation2,Computers,DistalPhalanxOutlineCorrect,FordB,TwoLeadECG,ItalyPowerDemand,ECGFiveDays,Ham,BirdChicken,MiddlePhalanxOutlineCorrect,FordA,Lighting2,Meat,BeetleFly,PhalangesOutlinesCorrect,wafer,ProximalPhalanxOutlineCorrect,Earthquakes,Gun_Point,Strawberry,WormsTwoClass,ArrowHead,Herring,Haptics,Coffee,Wine,HandOutlines
Plane,ShapesAll,Adiac,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,Cricket_X,50words,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,uWaveGestureLibrary_X,FISH,InlineSkate,ElectricDevices,FaceAll,uWaveGestureLibrary_Y,Symbols,WordsSynonyms,OSULeaf,MedicalImages,synthetic_control,Trace,Two_Patterns,DistalPhalanxTW,DiatomSizeReduction,Car,Worms,MiddlePhalanxTW,SmallKitchenAppliances,FacesUCR,CinC_ECG_torso,Lighting7,ProximalPhalanxTW,LargeKitchenAppliances,RefrigerationDevices,ScreenType,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,BeetleFly,BirdChicken,yoga,FordA,ToeSegmentation2,ShapeletSim,DistalPhalanxOutlineAgeGroup,ToeSegmentation1,FaceFour,Herring,ECG5000,MoteStrain,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,MALLAT,Earthquakes,Computers,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,wafer,Ham,MiddlePhalanxOutlineCorrect,Haptics,Lighting2,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
ProximalPhalanxOutlineAgeGroup,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,uWaveGestureLibrary_X,InlineSkate,ElectricDevices,InsectWingbeatSound,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,MedicalImages,Beef,MALLAT,NonInvasiveFatalECG_Thorax2,Worms,DistalPhalanxTW,Trace,Lighting7,NonInvasiveFatalECG_Thorax1,Two_Patterns,OSULeaf,ECG5000,CinC_ECG_torso,Symbols,MiddlePhalanxOutlineAgeGroup,Meat,SmallKitchenAppliances,ArrowHead,LargeKitchenAppliances,Car,DistalPhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,OliveOil,ScreenType,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG200,PhalangesOutlinesCorrect,Coffee,ShapeletSim,Wine,FordA,FordB,TwoLeadECG,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,HandOutlines,ToeSegmentation2,WormsTwoClass,ToeSegmentation1,RefrigerationDevices,yoga,ECGFiveDays,wafer,ItalyPowerDemand,BirdChicken,MoteStrain,CBF,SonyAIBORobotSurfaceII,Strawberry,BeetleFly,Computers,ChlorineConcentration,Gun_Point,Lighting2,FaceFour,Ham,Earthquakes,Herring
ProximalPhalanxOutlineCorrect,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_Y,FacesUCR,Cricket_Z,FaceAll,Cricket_X,InsectWingbeatSound,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,SwedishLeaf,ElectricDevices,MiddlePhalanxTW,ProximalPhalanxTW,MedicalImages,Beef,synthetic_control,NonInvasiveFatalECG_Thorax2,Worms,DistalPhalanxTW,Two_Patterns,Trace,ECG5000,NonInvasiveFatalECG_Thorax1,Symbols,OSULeaf,CinC_ECG_torso,Lighting7,MALLAT,MiddlePhalanxOutlineAgeGroup,SmallKitchenAppliances,ArrowHead,LargeKitchenAppliances,Meat,ProximalPhalanxOutlineAgeGroup,Car,ScreenType,DistalPhalanxOutlineAgeGroup,FISH,Plane,DiatomSizeReduction,SonyAIBORobotSurface,FordA,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,Coffee,ECG200,HandOutlines,Wine,FordB,TwoLeadECG,DistalPhalanxOutlineCorrect,ECGFiveDays,ShapeletSim,ToeSegmentation2,ToeSegmentation1,ItalyPowerDemand,RefrigerationDevices,MoteStrain,yoga,WormsTwoClass,Computers,SonyAIBORobotSurfaceII,BirdChicken,wafer,CBF,ChlorineConcentration,OliveOil,BeetleFly,Strawberry,Ham,Earthquakes,FaceFour,Lighting2,Herring,Gun_Point
ProximalPhalanxTW,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,InsectWingbeatSound,uWaveGestureLibrary_X,ElectricDevices,InlineSkate,MiddlePhalanxTW,MedicalImages,synthetic_control,MALLAT,Beef,NonInvasiveFatalECG_Thorax2,Worms,DistalPhalanxTW,Trace,Lighting7,Two_Patterns,NonInvasiveFatalECG_Thorax1,OSULeaf,ECG5000,Symbols,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,Meat,SmallKitchenAppliances,ArrowHead,ProximalPhalanxOutlineAgeGroup,Car,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,OliveOil,Plane,FISH,DiatomSizeReduction,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG200,ScreenType,Coffee,ShapeletSim,FordB,Wine,TwoLeadECG,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,FordA,DistalPhalanxOutlineCorrect,HandOutlines,WormsTwoClass,ToeSegmentation2,RefrigerationDevices,yoga,ToeSegmentation1,wafer,ECGFiveDays,CBF,BirdChicken,ItalyPowerDemand,SonyAIBORobotSurfaceII,MoteStrain,ChlorineConcentration,Strawberry,BeetleFly,Computers,Gun_Point,Lighting2,Ham,FaceFour,Earthquakes,Herring
RefrigerationDevices,ShapesAll,Phoneme,50words,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,WordsSynonyms,Cricket_Y,Cricket_Z,Cricket_X,FaceAll,uWaveGestureLibrary_Z,InsectWingbeatSound,UWaveGestureLibraryAll,FacesUCR,SwedishLeaf,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MedicalImages,ElectricDevices,InlineSkate,synthetic_control,Plane,MALLAT,Trace,Lighting7,Worms,DistalPhalanxTW,Two_Patterns,ProximalPhalanxTW,MiddlePhalanxTW,Symbols,OSULeaf,CinC_ECG_torso,ECG5000,FaceFour,Beef,SonyAIBORobotSurface,OliveOil,ECG200,FISH,FordB,Car,TwoLeadECG,DistalPhalanxOutlineAgeGroup,ShapeletSim,ProximalPhalanxOutlineAgeGroup,MoteStrain,DiatomSizeReduction,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,yoga,CBF,ToeSegmentation2,FordA,ToeSegmentation1,ChlorineConcentration,ItalyPowerDemand,ECGFiveDays,Meat,BirdChicken,wafer,BeetleFly,ArrowHead,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,Ham,Gun_Point,Lighting2,Strawberry,WormsTwoClass,Earthquakes,Coffee,Wine,HandOutlines,Herring,Haptics,ScreenType,LargeKitchenAppliances,Computers
ScreenType,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FacesUCR,Cricket_Z,FaceAll,Cricket_Y,Cricket_X,MALLAT,uWaveGestureLibrary_Z,MedicalImages,SwedishLeaf,NonInvasiveFatalECG_Thorax2,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,Lighting7,synthetic_control,NonInvasiveFatalECG_Thorax1,InsectWingbeatSound,ElectricDevices,uWaveGestureLibrary_X,Beef,Worms,ProximalPhalanxTW,MiddlePhalanxTW,Trace,InlineSkate,OliveOil,OSULeaf,DistalPhalanxTW,Two_Patterns,Symbols,ECG5000,CinC_ECG_torso,Meat,Car,Plane,FISH,ArrowHead,DiatomSizeReduction,CBF,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,WormsTwoClass,SonyAIBORobotSurface,Strawberry,Gun_Point,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ECG200,ShapeletSim,wafer,FordB,TwoLeadECG,DistalPhalanxOutlineAgeGroup,Lighting2,yoga,Coffee,Wine,SonyAIBORobotSurfaceII,BirdChicken,ToeSegmentation2,MiddlePhalanxOutlineCorrect,BeetleFly,FordA,Ham,HandOutlines,MoteStrain,ToeSegmentation1,DistalPhalanxOutlineCorrect,FaceFour,ItalyPowerDemand,ECGFiveDays,Earthquakes,Herring,Haptics,LargeKitchenAppliances,Computers,SmallKitchenAppliances
ShapeletSim,ShapesAll,Phoneme,Adiac,50words,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,SwedishLeaf,InsectWingbeatSound,Cricket_Y,WordsSynonyms,Cricket_X,FaceAll,Cricket_Z,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,MedicalImages,ElectricDevices,uWaveGestureLibrary_Y,DistalPhalanxTW,Symbols,FISH,Plane,Two_Patterns,OSULeaf,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,CinC_ECG_torso,FacesUCR,LargeKitchenAppliances,synthetic_control,ScreenType,Worms,Car,SmallKitchenAppliances,MALLAT,DiatomSizeReduction,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,FaceFour,ECG5000,TwoLeadECG,MiddlePhalanxOutlineAgeGroup,ECGFiveDays,ItalyPowerDemand,ChlorineConcentration,Trace,Computers,ProximalPhalanxOutlineAgeGroup,ECG200,SonyAIBORobotSurface,ToeSegmentation2,CBF,ToeSegmentation1,DistalPhalanxOutlineCorrect,Earthquakes,SonyAIBORobotSurfaceII,Herring,Ham,MoteStrain,MiddlePhalanxOutlineCorrect,yoga,BirdChicken,OliveOil,BeetleFly,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Haptics,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,FordB
ShapesAll,Phoneme,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,50words,Cricket_Y,Cricket_Z,Cricket_X,InsectWingbeatSound,SwedishLeaf,WordsSynonyms,FaceAll,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,ElectricDevices,MedicalImages,Plane,uWaveGestureLibrary_Y,DistalPhalanxTW,Symbols,Two_Patterns,Lighting7,MiddlePhalanxTW,FISH,OSULeaf,ProximalPhalanxTW,synthetic_control,FacesUCR,CinC_ECG_torso,Worms,Trace,FaceFour,LargeKitchenAppliances,SmallKitchenAppliances,ScreenType,MALLAT,DistalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,ECG5000,RefrigerationDevices,FordA,MiddlePhalanxOutlineAgeGroup,ECG200,SonyAIBORobotSurface,ECGFiveDays,ChlorineConcentration,ItalyPowerDemand,DiatomSizeReduction,Car,ProximalPhalanxOutlineAgeGroup,Computers,CBF,MoteStrain,SonyAIBORobotSurfaceII,ToeSegmentation1,ToeSegmentation2,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,ShapeletSim,OliveOil,Lighting2,yoga,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Gun_Point,Haptics,Strawberry,Beef,Meat,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,BeetleFly,BirdChicken,Herring
SmallKitchenAppliances,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,InsectWingbeatSound,Cricket_X,SwedishLeaf,MedicalImages,Cricket_Y,Cricket_Z,FacesUCR,uWaveGestureLibrary_X,MALLAT,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,MiddlePhalanxTW,ProximalPhalanxTW,ElectricDevices,NonInvasiveFatalECG_Thorax2,InlineSkate,synthetic_control,DistalPhalanxTW,OSULeaf,NonInvasiveFatalECG_Thorax1,FISH,Symbols,Car,Worms,DiatomSizeReduction,OliveOil,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Trace,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,Plane,CBF,DistalPhalanxOutlineAgeGroup,ECG5000,Two_Patterns,Lighting2,MiddlePhalanxOutlineCorrect,PhalangesOutlinesCorrect,Ham,Beef,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineCorrect,Meat,SonyAIBORobotSurface,ShapeletSim,yoga,MoteStrain,Gun_Point,ECG200,Earthquakes,wafer,BirdChicken,ToeSegmentation1,ItalyPowerDemand,FordB,TwoLeadECG,ToeSegmentation2,Strawberry,ECGFiveDays,BeetleFly,WormsTwoClass,FordA,Herring,FaceFour,ArrowHead,Haptics,Coffee,Wine,HandOutlines,ScreenType,LargeKitchenAppliances,Computers
SonyAIBORobotSurface,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,InsectWingbeatSound,FaceAll,Cricket_X,Cricket_Z,MedicalImages,Cricket_Y,uWaveGestureLibrary_X,Lighting7,SwedishLeaf,MiddlePhalanxTW,ProximalPhalanxTW,MALLAT,ElectricDevices,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,FacesUCR,DistalPhalanxTW,synthetic_control,uWaveGestureLibrary_Z,Trace,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Symbols,ScreenType,DistalPhalanxOutlineAgeGroup,OSULeaf,ProximalPhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax2,CBF,CinC_ECG_torso,OliveOil,Two_Patterns,Car,LargeKitchenAppliances,ECG5000,Worms,DiatomSizeReduction,SmallKitchenAppliances,RefrigerationDevices,FISH,NonInvasiveFatalECG_Thorax1,DistalPhalanxOutlineCorrect,yoga,Ham,MiddlePhalanxOutlineCorrect,Computers,Plane,Lighting2,ToeSegmentation1,PhalangesOutlinesCorrect,MoteStrain,ToeSegmentation2,ProximalPhalanxOutlineCorrect,ShapeletSim,ItalyPowerDemand,ECGFiveDays,FordA,wafer,SonyAIBORobotSurfaceII,BirdChicken,Gun_Point,Earthquakes,BeetleFly,TwoLeadECG,FordB,Strawberry,Beef,ECG200,Meat,WormsTwoClass,Herring,Haptics,FaceFour,ArrowHead,Coffee,Wine
