,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
MoteStrain,InlineSkate,MiddlePhalanxTW,DistalPhalanxOutlineCorrect,ECG5000,MedicalImages,ShapesAll,ProximalPhalanxTW,Trace,InsectWingbeatSound,Lighting7,Cricket_Z,Cricket_Y,Phoneme,Computers,FaceAll,Cricket_X,DistalPhalanxTW,ItalyPowerDemand,Symbols,ScreenType,ProximalPhalanxOutlineAgeGroup,CBF,uWaveGestureLibrary_Y,Earthquakes,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,ECGFiveDays,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Ham,UWaveGestureLibraryAll,ChlorineConcentration,ElectricDevices,CinC_ECG_torso,Lighting2,LargeKitchenAppliances,RefrigerationDevices,ToeSegmentation1,synthetic_control,50words,FacesUCR,WordsSynonyms,ProximalPhalanxOutlineCorrect,FordA,PhalangesOutlinesCorrect,ToeSegmentation2,uWaveGestureLibrary_Z,SmallKitchenAppliances,Two_Patterns,MALLAT,Worms,TwoLeadECG,FordB,Gun_Point,ECG200,OliveOil,OSULeaf,Strawberry,wafer,SonyAIBORobotSurface,ShapeletSim,Adiac,SwedishLeaf,WormsTwoClass,yoga,Car,Meat,BirdChicken,BeetleFly,DiatomSizeReduction,FISH,Beef,ArrowHead,Coffee,Wine,Plane,HandOutlines,Haptics,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
NonInvasiveFatalECG_Thorax1,FaceFour,Plane,Phoneme,SwedishLeaf,ShapesAll,OSULeaf,FISH,Adiac,Symbols,Herring,DiatomSizeReduction,Car,Earthquakes,RefrigerationDevices,BeetleFly,Haptics,BirdChicken,synthetic_control,ShapeletSim,yoga,FacesUCR,Cricket_Z,ToeSegmentation2,Cricket_X,wafer,Trace,Cricket_Y,uWaveGestureLibrary_Y,ToeSegmentation1,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,Worms,SmallKitchenAppliances,MoteStrain,NonInvasiveFatalECG_Thorax2,SonyAIBORobotSurface,ECG200,SonyAIBORobotSurfaceII,InlineSkate,Two_Patterns,CinC_ECG_torso,FordB,TwoLeadECG,FordA,LargeKitchenAppliances,DistalPhalanxTW,InsectWingbeatSound,FaceAll,ECGFiveDays,ItalyPowerDemand,ECG5000,ScreenType,MedicalImages,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,ProximalPhalanxTW,Computers,Lighting7,WordsSynonyms,50words,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
NonInvasiveFatalECG_Thorax2,FaceFour,Plane,SwedishLeaf,Adiac,Phoneme,ShapesAll,OSULeaf,FISH,Symbols,Herring,DiatomSizeReduction,Car,Earthquakes,BeetleFly,RefrigerationDevices,BirdChicken,Haptics,synthetic_control,ShapeletSim,yoga,Cricket_Z,FacesUCR,ToeSegmentation2,Cricket_X,Cricket_Y,Trace,uWaveGestureLibrary_Y,wafer,UWaveGestureLibraryAll,ElectricDevices,ToeSegmentation1,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,Worms,SmallKitchenAppliances,MoteStrain,SonyAIBORobotSurface,ECG200,NonInvasiveFatalECG_Thorax1,SonyAIBORobotSurfaceII,InlineSkate,Two_Patterns,FordB,TwoLeadECG,CinC_ECG_torso,50words,FordA,DistalPhalanxTW,InsectWingbeatSound,LargeKitchenAppliances,FaceAll,ECGFiveDays,ItalyPowerDemand,ScreenType,ECG5000,WordsSynonyms,MedicalImages,ProximalPhalanxTW,MiddlePhalanxTW,DistalPhalanxOutlineAgeGroup,Computers,Lighting7,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
OSULeaf,ShapesAll,Adiac,SwedishLeaf,Phoneme,FISH,Car,DiatomSizeReduction,Symbols,Cricket_Y,Plane,Herring,uWaveGestureLibrary_Z,Cricket_Z,UWaveGestureLibraryAll,synthetic_control,Cricket_X,ElectricDevices,NonInvasiveFatalECG_Thorax2,uWaveGestureLibrary_X,InlineSkate,InsectWingbeatSound,uWaveGestureLibrary_Y,BirdChicken,FaceFour,BeetleFly,NonInvasiveFatalECG_Thorax1,Trace,FaceAll,ShapeletSim,MedicalImages,Worms,WordsSynonyms,RefrigerationDevices,50words,FacesUCR,SmallKitchenAppliances,Two_Patterns,DistalPhalanxTW,ToeSegmentation2,Lighting7,SonyAIBORobotSurface,CinC_ECG_torso,MALLAT,ECG200,ToeSegmentation1,ProximalPhalanxTW,MiddlePhalanxTW,FordB,TwoLeadECG,LargeKitchenAppliances,Earthquakes,MoteStrain,FordA,ScreenType,ECG5000,SonyAIBORobotSurfaceII,ECGFiveDays,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,wafer,MiddlePhalanxOutlineAgeGroup,Computers,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,Ham,OliveOil,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine,HandOutlines,Haptics
OliveOil,50words,Phoneme,Gun_Point,WordsSynonyms,MALLAT,ShapesAll,FacesUCR,FaceAll,ProximalPhalanxTW,CBF,ProximalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,MedicalImages,Lighting7,Strawberry,MiddlePhalanxTW,PhalangesOutlinesCorrect,DistalPhalanxTW,CinC_ECG_torso,Cricket_X,Lighting2,Cricket_Z,Worms,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InsectWingbeatSound,uWaveGestureLibrary_Y,ECG5000,MiddlePhalanxOutlineCorrect,uWaveGestureLibrary_Z,ElectricDevices,WormsTwoClass,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,synthetic_control,Cricket_Y,Ham,DistalPhalanxOutlineCorrect,RefrigerationDevices,Meat,Computers,wafer,Symbols,InlineSkate,ScreenType,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,LargeKitchenAppliances,MoteStrain,Beef,FordA,ArrowHead,Coffee,SmallKitchenAppliances,Wine,Two_Patterns,Earthquakes,ToeSegmentation1,TwoLeadECG,FordB,ECG200,ToeSegmentation2,SonyAIBORobotSurface,HandOutlines,OSULeaf,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,SwedishLeaf,DiatomSizeReduction,Plane,Car,FISH,Herring,NonInvasiveFatalECG_Thorax2,Haptics,FaceFour
PhalangesOutlinesCorrect,FaceAll,WordsSynonyms,uWaveGestureLibrary_X,InsectWingbeatSound,50words,Lighting7,ElectricDevices,Cricket_X,Lighting2,Cricket_Z,Phoneme,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,CBF,synthetic_control,FacesUCR,MALLAT,ChlorineConcentration,MedicalImages,RefrigerationDevices,ShapesAll,OliveOil,Ham,Worms,Gun_Point,SonyAIBORobotSurfaceII,CinC_ECG_torso,Earthquakes,uWaveGestureLibrary_Y,Symbols,Computers,Strawberry,ECG5000,InlineSkate,MoteStrain,wafer,ItalyPowerDemand,ScreenType,Cricket_Y,ECGFiveDays,MiddlePhalanxOutlineCorrect,WormsTwoClass,MiddlePhalanxOutlineAgeGroup,LargeKitchenAppliances,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,FordA,Meat,ProximalPhalanxTW,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,ProximalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,DistalPhalanxOutlineCorrect,ECG200,MiddlePhalanxTW,OSULeaf,Beef,SonyAIBORobotSurface,ArrowHead,Coffee,Wine,DistalPhalanxTW,Trace,ShapeletSim,HandOutlines,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Phoneme,50words,ShapesAll,Adiac,Cricket_Y,WordsSynonyms,InlineSkate,UWaveGestureLibraryAll,FaceAll,ElectricDevices,Cricket_Z,Cricket_X,uWaveGestureLibrary_Z,Two_Patterns,uWaveGestureLibrary_X,DistalPhalanxTW,InsectWingbeatSound,CinC_ECG_torso,FacesUCR,LargeKitchenAppliances,uWaveGestureLibrary_Y,SwedishLeaf,Symbols,MedicalImages,SmallKitchenAppliances,Lighting7,Worms,ProximalPhalanxTW,ScreenType,MiddlePhalanxTW,ECG5000,FISH,OSULeaf,FordA,DistalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,synthetic_control,ECGFiveDays,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ItalyPowerDemand,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,Computers,SonyAIBORobotSurface,ECG200,OliveOil,DistalPhalanxOutlineCorrect,Trace,Ham,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Lighting2,MoteStrain,PhalangesOutlinesCorrect,ToeSegmentation1,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Beef,Plane,Gun_Point,NonInvasiveFatalECG_Thorax2,DiatomSizeReduction,Strawberry,Car,ShapeletSim,Meat,Earthquakes,NonInvasiveFatalECG_Thorax1,wafer,BeetleFly,BirdChicken,yoga,WormsTwoClass,ArrowHead,Coffee,Wine,Herring,FaceFour,HandOutlines,Haptics
Plane,ShapesAll,FaceFour,SwedishLeaf,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,Adiac,Phoneme,FISH,OSULeaf,Symbols,DiatomSizeReduction,Herring,Car,Cricket_Z,Cricket_Y,synthetic_control,yoga,Cricket_X,UWaveGestureLibraryAll,BirdChicken,uWaveGestureLibrary_Y,BeetleFly,ElectricDevices,Trace,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,ShapeletSim,InsectWingbeatSound,Worms,WordsSynonyms,50words,FaceAll,InlineSkate,RefrigerationDevices,SmallKitchenAppliances,FacesUCR,Two_Patterns,SonyAIBORobotSurface,ToeSegmentation2,CinC_ECG_torso,ECG200,DistalPhalanxTW,MedicalImages,Earthquakes,ToeSegmentation1,LargeKitchenAppliances,FordB,TwoLeadECG,Lighting7,ProximalPhalanxTW,ScreenType,MiddlePhalanxTW,ECG5000,FordA,MoteStrain,DistalPhalanxOutlineAgeGroup,ECGFiveDays,SonyAIBORobotSurfaceII,MALLAT,ItalyPowerDemand,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,Computers,wafer,DistalPhalanxOutlineCorrect,OliveOil,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine,HandOutlines
ProximalPhalanxOutlineAgeGroup,50words,InsectWingbeatSound,MALLAT,MedicalImages,WordsSynonyms,Phoneme,ShapesAll,OliveOil,FaceAll,Lighting7,Cricket_X,ChlorineConcentration,CBF,Ham,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,FacesUCR,Cricket_Z,ScreenType,Lighting2,Gun_Point,InlineSkate,ElectricDevices,Cricket_Y,UWaveGestureLibraryAll,ECG5000,Computers,CinC_ECG_torso,RefrigerationDevices,uWaveGestureLibrary_Z,Symbols,Strawberry,ProximalPhalanxTW,LargeKitchenAppliances,Worms,synthetic_control,ItalyPowerDemand,ECGFiveDays,Two_Patterns,SonyAIBORobotSurfaceII,WormsTwoClass,Meat,FordA,SmallKitchenAppliances,MoteStrain,TwoLeadECG,FordB,ProximalPhalanxOutlineCorrect,Beef,ECG200,ToeSegmentation1,wafer,SonyAIBORobotSurface,ArrowHead,MiddlePhalanxTW,PhalangesOutlinesCorrect,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,Earthquakes,Coffee,Trace,Wine,MiddlePhalanxOutlineCorrect,OSULeaf,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,DistalPhalanxOutlineCorrect,HandOutlines,Adiac,ShapeletSim,yoga,BeetleFly,BirdChicken,SwedishLeaf,Car,DiatomSizeReduction,FISH,Plane,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
ProximalPhalanxOutlineCorrect,Cricket_X,50words,Phoneme,Lighting7,WordsSynonyms,MALLAT,InsectWingbeatSound,uWaveGestureLibrary_X,FaceAll,ShapesAll,OliveOil,CBF,synthetic_control,ElectricDevices,Lighting2,ChlorineConcentration,Gun_Point,MedicalImages,RefrigerationDevices,Cricket_Z,FacesUCR,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Ham,SonyAIBORobotSurfaceII,Worms,Earthquakes,uWaveGestureLibrary_Y,Symbols,Computers,CinC_ECG_torso,ECG5000,InlineSkate,MoteStrain,Strawberry,ItalyPowerDemand,ScreenType,Cricket_Y,ECGFiveDays,wafer,LargeKitchenAppliances,ToeSegmentation1,WormsTwoClass,Meat,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,FordA,PhalangesOutlinesCorrect,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ECG200,MiddlePhalanxOutlineCorrect,Beef,MiddlePhalanxOutlineAgeGroup,OSULeaf,DistalPhalanxOutlineAgeGroup,SonyAIBORobotSurface,ArrowHead,Coffee,MiddlePhalanxTW,Wine,DistalPhalanxOutlineCorrect,Trace,ShapeletSim,DistalPhalanxTW,BeetleFly,HandOutlines,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
ProximalPhalanxTW,50words,MedicalImages,InsectWingbeatSound,FaceAll,WordsSynonyms,Phoneme,MALLAT,Lighting7,ShapesAll,Cricket_X,uWaveGestureLibrary_X,OliveOil,CBF,ScreenType,ChlorineConcentration,Ham,uWaveGestureLibrary_Y,InlineSkate,Cricket_Z,ElectricDevices,Lighting2,Cricket_Y,FacesUCR,UWaveGestureLibraryAll,ECG5000,RefrigerationDevices,CinC_ECG_torso,Computers,LargeKitchenAppliances,uWaveGestureLibrary_Z,Symbols,Gun_Point,ItalyPowerDemand,Two_Patterns,Worms,ECGFiveDays,Strawberry,synthetic_control,FordA,SmallKitchenAppliances,Meat,WormsTwoClass,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,MoteStrain,Beef,ECG200,SonyAIBORobotSurface,ProximalPhalanxOutlineCorrect,ToeSegmentation1,MiddlePhalanxTW,Trace,ArrowHead,wafer,MiddlePhalanxOutlineAgeGroup,Coffee,Wine,ToeSegmentation2,MiddlePhalanxOutlineCorrect,PhalangesOutlinesCorrect,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,OSULeaf,DistalPhalanxOutlineCorrect,HandOutlines,ShapeletSim,Earthquakes,Adiac,yoga,BirdChicken,SwedishLeaf,BeetleFly,Car,DiatomSizeReduction,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
RefrigerationDevices,ShapesAll,Phoneme,Adiac,SwedishLeaf,MedicalImages,InlineSkate,FISH,uWaveGestureLibrary_X,ElectricDevices,Cricket_X,FaceAll,DistalPhalanxTW,Cricket_Y,WordsSynonyms,InsectWingbeatSound,Symbols,50words,OSULeaf,Lighting7,MiddlePhalanxTW,UWaveGestureLibraryAll,Cricket_Z,ProximalPhalanxTW,uWaveGestureLibrary_Y,ChlorineConcentration,Two_Patterns,uWaveGestureLibrary_Z,DiatomSizeReduction,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,Car,MALLAT,ProximalPhalanxOutlineAgeGroup,CBF,FacesUCR,ECG5000,OliveOil,Worms,synthetic_control,FordA,ECGFiveDays,Plane,ItalyPowerDemand,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,TwoLeadECG,FordB,Lighting2,Trace,ToeSegmentation1,ECG200,ToeSegmentation2,SonyAIBORobotSurfaceII,MoteStrain,PhalangesOutlinesCorrect,SonyAIBORobotSurface,ProximalPhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax2,BeetleFly,BirdChicken,ShapeletSim,Earthquakes,yoga,FaceFour,Herring,Gun_Point,Meat,NonInvasiveFatalECG_Thorax1,wafer,Beef,Strawberry,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Haptics,ScreenType,LargeKitchenAppliances,Computers
ScreenType,InsectWingbeatSound,uWaveGestureLibrary_X,FaceAll,Phoneme,ShapesAll,Cricket_Y,ProximalPhalanxTW,uWaveGestureLibrary_Y,InlineSkate,Cricket_X,DistalPhalanxTW,ElectricDevices,Lighting7,MiddlePhalanxTW,MedicalImages,ECGFiveDays,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,UWaveGestureLibraryAll,CinC_ECG_torso,DistalPhalanxOutlineCorrect,ECG5000,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Symbols,CBF,Ham,Cricket_Z,ChlorineConcentration,FordA,MiddlePhalanxOutlineCorrect,FacesUCR,uWaveGestureLibrary_Z,Two_Patterns,50words,WordsSynonyms,Lighting2,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,Worms,MoteStrain,ProximalPhalanxOutlineCorrect,MALLAT,synthetic_control,OliveOil,ECG200,ToeSegmentation1,Gun_Point,SonyAIBORobotSurface,ToeSegmentation2,Strawberry,Trace,WormsTwoClass,Earthquakes,OSULeaf,Meat,wafer,ShapeletSim,Beef,Adiac,ArrowHead,BeetleFly,BirdChicken,yoga,Coffee,Wine,SwedishLeaf,DiatomSizeReduction,Car,HandOutlines,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,Haptics,LargeKitchenAppliances,Computers,SmallKitchenAppliances
ShapeletSim,ShapesAll,Cricket_Z,Cricket_X,SwedishLeaf,Adiac,OSULeaf,Cricket_Y,Trace,synthetic_control,DiatomSizeReduction,Plane,Phoneme,Car,ToeSegmentation2,yoga,BirdChicken,uWaveGestureLibrary_Y,Haptics,wafer,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,BeetleFly,FISH,RefrigerationDevices,ToeSegmentation1,Symbols,Worms,ElectricDevices,UWaveGestureLibraryAll,Herring,Earthquakes,FacesUCR,Two_Patterns,SmallKitchenAppliances,MoteStrain,SonyAIBORobotSurface,InlineSkate,ECG200,LargeKitchenAppliances,CinC_ECG_torso,NonInvasiveFatalECG_Thorax2,SonyAIBORobotSurfaceII,DistalPhalanxTW,FaceAll,InsectWingbeatSound,ScreenType,FaceFour,TwoLeadECG,MiddlePhalanxTW,ProximalPhalanxTW,MedicalImages,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Lighting7,DistalPhalanxOutlineAgeGroup,WordsSynonyms,ItalyPowerDemand,ECGFiveDays,50words,NonInvasiveFatalECG_Thorax1,ECG5000,MALLAT,ProximalPhalanxOutlineAgeGroup,OliveOil,Computers,CBF,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Ham,Lighting2,ProximalPhalanxOutlineCorrect,Meat,PhalangesOutlinesCorrect,Gun_Point,Beef,Strawberry,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,FordB
ShapesAll,Adiac,SwedishLeaf,Phoneme,50words,DiatomSizeReduction,OSULeaf,Car,Cricket_Z,synthetic_control,FISH,Cricket_Y,Cricket_X,Symbols,InsectWingbeatSound,ShapeletSim,uWaveGestureLibrary_Y,WordsSynonyms,uWaveGestureLibrary_Z,FaceAll,ElectricDevices,uWaveGestureLibrary_X,yoga,Trace,UWaveGestureLibraryAll,Haptics,MedicalImages,Plane,RefrigerationDevices,InlineSkate,Lighting7,FacesUCR,ToeSegmentation2,Worms,MALLAT,ProximalPhalanxTW,MiddlePhalanxTW,wafer,ToeSegmentation1,DistalPhalanxTW,SmallKitchenAppliances,MoteStrain,Two_Patterns,CinC_ECG_torso,SonyAIBORobotSurface,ECG200,SonyAIBORobotSurfaceII,LargeKitchenAppliances,FordB,TwoLeadECG,DistalPhalanxOutlineAgeGroup,ScreenType,ECG5000,FordA,OliveOil,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ECGFiveDays,ItalyPowerDemand,ProximalPhalanxOutlineAgeGroup,CBF,Computers,NonInvasiveFatalECG_Thorax2,FaceFour,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,NonInvasiveFatalECG_Thorax1,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Beef,Strawberry,Meat,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Herring,BirdChicken,BeetleFly
SmallKitchenAppliances,Cricket_Z,Phoneme,Cricket_X,uWaveGestureLibrary_Z,Two_Patterns,UWaveGestureLibraryAll,Cricket_Y,ShapesAll,InlineSkate,Trace,ElectricDevices,uWaveGestureLibrary_Y,DistalPhalanxTW,uWaveGestureLibrary_X,CinC_ECG_torso,Worms,FaceAll,Symbols,FordA,synthetic_control,TwoLeadECG,FordB,InsectWingbeatSound,ECGFiveDays,ECG200,ItalyPowerDemand,ECG5000,SonyAIBORobotSurface,FacesUCR,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,MedicalImages,MoteStrain,Lighting7,Adiac,ToeSegmentation1,ToeSegmentation2,OSULeaf,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,WordsSynonyms,50words,ShapeletSim,CBF,DistalPhalanxOutlineCorrect,SwedishLeaf,Ham,yoga,BeetleFly,BirdChicken,MALLAT,MiddlePhalanxOutlineCorrect,OliveOil,Car,DiatomSizeReduction,Lighting2,wafer,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,FISH,Earthquakes,Gun_Point,Plane,Strawberry,Meat,WormsTwoClass,Herring,Beef,ArrowHead,NonInvasiveFatalECG_Thorax2,FaceFour,Coffee,Wine,NonInvasiveFatalECG_Thorax1,HandOutlines,Haptics,ScreenType,LargeKitchenAppliances,Computers
SonyAIBORobotSurface,ShapesAll,InlineSkate,uWaveGestureLibrary_Z,Worms,Phoneme,Symbols,OSULeaf,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,CinC_ECG_torso,TwoLeadECG,FordB,Cricket_Y,ECG200,uWaveGestureLibrary_X,Cricket_Z,SonyAIBORobotSurfaceII,synthetic_control,Two_Patterns,Cricket_X,FordA,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,ECG5000,Trace,ToeSegmentation2,LargeKitchenAppliances,DistalPhalanxTW,ShapeletSim,RefrigerationDevices,FacesUCR,MoteStrain,BeetleFly,FaceAll,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,BirdChicken,ScreenType,Adiac,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MiddlePhalanxTW,MedicalImages,ProximalPhalanxOutlineAgeGroup,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Ham,wafer,yoga,ChlorineConcentration,Lighting2,50words,WordsSynonyms,Plane,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,SwedishLeaf,MALLAT,DiatomSizeReduction,Gun_Point,OliveOil,Car,Strawberry,Haptics,FISH,WormsTwoClass,Herring,Meat,Beef,NonInvasiveFatalECG_Thorax2,ArrowHead,Coffee,Wine,FaceFour,HandOutlines
SonyAIBORobotSurfaceII,ShapesAll,Cricket_Y,MedicalImages,synthetic_control,InsectWingbeatSound,MiddlePhalanxTW,uWaveGestureLibrary_X,ECG200,Cricket_X,Phoneme,Ham,MiddlePhalanxOutlineAgeGroup,FaceAll,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,UWaveGestureLibraryAll,ProximalPhalanxTW,Trace,ElectricDevices,SonyAIBORobotSurface,Lighting7,WordsSynonyms,MiddlePhalanxOutlineCorrect,CBF,Worms,DistalPhalanxOutlineCorrect,Cricket_Z,DistalPhalanxOutlineAgeGroup,ShapeletSim,InlineSkate,MoteStrain,50words,SmallKitchenAppliances,BeetleFly,ScreenType,Symbols,OSULeaf,CinC_ECG_torso,BirdChicken,Lighting2,FacesUCR,TwoLeadECG,MALLAT,Computers,FordB,OliveOil,LargeKitchenAppliances,Two_Patterns,Adiac,RefrigerationDevices,FordA,PhalangesOutlinesCorrect,ToeSegmentation1,ItalyPowerDemand,ECGFiveDays,ProximalPhalanxOutlineCorrect,ECG5000,ToeSegmentation2,wafer,yoga,Plane,Gun_Point,SwedishLeaf,Meat,Earthquakes,DiatomSizeReduction,Strawberry,Car,Haptics,Beef,FISH,Herring,WormsTwoClass,ArrowHead,NonInvasiveFatalECG_Thorax2,FaceFour,Coffee,Wine,NonInvasiveFatalECG_Thorax1
