,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
MiddlePhalanxTW,InsectWingbeatSound,MedicalImages,50words,Phoneme,FaceAll,Cricket_X,Ham,ChlorineConcentration,ShapesAll,Lighting7,CBF,WordsSynonyms,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MALLAT,ScreenType,Cricket_Z,InlineSkate,Computers,Lighting2,ECG5000,Cricket_Y,RefrigerationDevices,ElectricDevices,UWaveGestureLibraryAll,OliveOil,Symbols,FacesUCR,CinC_ECG_torso,synthetic_control,LargeKitchenAppliances,ItalyPowerDemand,Gun_Point,ECGFiveDays,uWaveGestureLibrary_Z,Worms,Strawberry,SonyAIBORobotSurfaceII,FordA,SmallKitchenAppliances,Two_Patterns,MiddlePhalanxOutlineAgeGroup,MoteStrain,TwoLeadECG,FordB,WormsTwoClass,MiddlePhalanxOutlineCorrect,Meat,ECG200,ToeSegmentation1,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,wafer,Beef,DistalPhalanxOutlineCorrect,ToeSegmentation2,DistalPhalanxTW,Earthquakes,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,Trace,PhalangesOutlinesCorrect,ArrowHead,Coffee,OSULeaf,Wine,ProximalPhalanxOutlineCorrect,ShapeletSim,HandOutlines,Adiac,yoga,BeetleFly,BirdChicken,SwedishLeaf,DiatomSizeReduction,Car,Plane,FISH,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MoteStrain,InsectWingbeatSound,Cricket_Z,Trace,ProximalPhalanxTW,ShapesAll,FaceAll,Cricket_X,MiddlePhalanxTW,Cricket_Y,MedicalImages,DistalPhalanxTW,ScreenType,Phoneme,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Y,InlineSkate,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,ElectricDevices,ProximalPhalanxOutlineAgeGroup,synthetic_control,LargeKitchenAppliances,CBF,WordsSynonyms,50words,UWaveGestureLibraryAll,Symbols,ECG5000,CinC_ECG_torso,uWaveGestureLibrary_Z,FacesUCR,Two_Patterns,MALLAT,Worms,SmallKitchenAppliances,OliveOil,RefrigerationDevices,ItalyPowerDemand,ECG200,ECGFiveDays,FordA,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,TwoLeadECG,FordB,Adiac,Computers,OSULeaf,ToeSegmentation1,DistalPhalanxOutlineCorrect,SwedishLeaf,Ham,ToeSegmentation2,Meat,MiddlePhalanxOutlineCorrect,Lighting2,ShapeletSim,FISH,Car,PhalangesOutlinesCorrect,yoga,DiatomSizeReduction,ProximalPhalanxOutlineCorrect,Beef,Earthquakes,wafer,BirdChicken,Gun_Point,BeetleFly,ArrowHead,Strawberry,Plane,WormsTwoClass,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,Coffee,Wine,HandOutlines
NonInvasiveFatalECG_Thorax1,FaceFour,Plane,Phoneme,SwedishLeaf,OSULeaf,ShapesAll,FISH,Symbols,Herring,Adiac,Earthquakes,DiatomSizeReduction,Car,RefrigerationDevices,BeetleFly,Haptics,BirdChicken,synthetic_control,ShapeletSim,FacesUCR,yoga,ToeSegmentation2,Cricket_Z,wafer,ToeSegmentation1,ElectricDevices,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,Cricket_X,NonInvasiveFatalECG_Thorax2,Trace,Cricket_Y,uWaveGestureLibrary_X,Worms,SmallKitchenAppliances,MoteStrain,uWaveGestureLibrary_Z,SonyAIBORobotSurfaceII,ECG200,SonyAIBORobotSurface,InlineSkate,FordB,TwoLeadECG,CinC_ECG_torso,Two_Patterns,FordA,LargeKitchenAppliances,ECGFiveDays,ItalyPowerDemand,DistalPhalanxTW,ECG5000,FaceAll,InsectWingbeatSound,ScreenType,DistalPhalanxOutlineAgeGroup,Computers,ProximalPhalanxTW,MedicalImages,MiddlePhalanxTW,Lighting7,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Ham,ChlorineConcentration,MiddlePhalanxOutlineCorrect,WordsSynonyms,50words,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MALLAT,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
NonInvasiveFatalECG_Thorax2,FaceFour,Plane,SwedishLeaf,Phoneme,ShapesAll,Adiac,FISH,OSULeaf,Symbols,Herring,DiatomSizeReduction,Earthquakes,Car,RefrigerationDevices,BeetleFly,Haptics,BirdChicken,synthetic_control,Cricket_Z,ShapeletSim,yoga,ToeSegmentation2,wafer,Cricket_X,Cricket_Y,FacesUCR,ToeSegmentation1,Trace,uWaveGestureLibrary_Y,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,Worms,SmallKitchenAppliances,NonInvasiveFatalECG_Thorax1,MoteStrain,InlineSkate,SonyAIBORobotSurfaceII,ECG200,SonyAIBORobotSurface,InsectWingbeatSound,Two_Patterns,CinC_ECG_torso,FordB,TwoLeadECG,MedicalImages,FaceAll,DistalPhalanxTW,FordA,LargeKitchenAppliances,ItalyPowerDemand,ECGFiveDays,WordsSynonyms,ECG5000,50words,ScreenType,Lighting7,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,Computers,MALLAT,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
OSULeaf,Adiac,ShapesAll,SwedishLeaf,Phoneme,Car,FISH,DiatomSizeReduction,Symbols,uWaveGestureLibrary_Z,Herring,Plane,UWaveGestureLibraryAll,Cricket_Y,InlineSkate,Cricket_Z,synthetic_control,ElectricDevices,Cricket_X,RefrigerationDevices,uWaveGestureLibrary_X,BeetleFly,NonInvasiveFatalECG_Thorax2,BirdChicken,uWaveGestureLibrary_Y,InsectWingbeatSound,FaceAll,FaceFour,ShapeletSim,Trace,NonInvasiveFatalECG_Thorax1,MedicalImages,Worms,DistalPhalanxTW,SmallKitchenAppliances,ToeSegmentation2,FacesUCR,Earthquakes,Two_Patterns,MiddlePhalanxTW,Lighting7,WordsSynonyms,ToeSegmentation1,ProximalPhalanxTW,50words,wafer,CinC_ECG_torso,SonyAIBORobotSurface,ECG200,MALLAT,MoteStrain,SonyAIBORobotSurfaceII,LargeKitchenAppliances,FordB,TwoLeadECG,FordA,ECG5000,ScreenType,ECGFiveDays,ItalyPowerDemand,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,OliveOil,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Gun_Point,Beef,Strawberry,Meat,WormsTwoClass,Haptics,ArrowHead,Coffee,Wine,HandOutlines
OliveOil,50words,Gun_Point,Phoneme,MALLAT,WordsSynonyms,ShapesAll,FacesUCR,FaceAll,ProximalPhalanxTW,Strawberry,Lighting7,ProximalPhalanxOutlineCorrect,Cricket_X,PhalangesOutlinesCorrect,CBF,MedicalImages,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxTW,ChlorineConcentration,Lighting2,InsectWingbeatSound,Cricket_Z,MiddlePhalanxOutlineAgeGroup,DistalPhalanxTW,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,WormsTwoClass,MiddlePhalanxOutlineCorrect,Meat,DistalPhalanxOutlineAgeGroup,Ham,ECG5000,synthetic_control,Cricket_Y,CinC_ECG_torso,DistalPhalanxOutlineCorrect,UWaveGestureLibraryAll,ElectricDevices,ScreenType,InlineSkate,uWaveGestureLibrary_Z,RefrigerationDevices,LargeKitchenAppliances,Beef,Computers,Worms,Symbols,ArrowHead,Two_Patterns,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,Coffee,FordA,Wine,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,MoteStrain,Trace,ECG200,SonyAIBORobotSurface,wafer,HandOutlines,ToeSegmentation1,ToeSegmentation2,OSULeaf,Adiac,SwedishLeaf,Car,DiatomSizeReduction,Earthquakes,ShapeletSim,FISH,yoga,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
PhalangesOutlinesCorrect,WordsSynonyms,50words,FaceAll,Cricket_X,Lighting7,MALLAT,Phoneme,Lighting2,MedicalImages,InsectWingbeatSound,ChlorineConcentration,FacesUCR,Cricket_Z,OliveOil,ShapesAll,uWaveGestureLibrary_X,CBF,Gun_Point,Ham,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Y,Strawberry,ScreenType,InlineSkate,CinC_ECG_torso,synthetic_control,RefrigerationDevices,uWaveGestureLibrary_Z,ECG5000,Cricket_Y,Computers,LargeKitchenAppliances,Worms,Symbols,WormsTwoClass,Meat,ItalyPowerDemand,MiddlePhalanxOutlineAgeGroup,Two_Patterns,ECGFiveDays,ProximalPhalanxTW,SonyAIBORobotSurfaceII,MiddlePhalanxTW,ProximalPhalanxOutlineAgeGroup,FordA,SmallKitchenAppliances,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Beef,MoteStrain,ArrowHead,TwoLeadECG,FordB,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,wafer,ECG200,Coffee,Trace,ToeSegmentation1,Wine,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,ToeSegmentation2,OSULeaf,Earthquakes,Adiac,HandOutlines,SwedishLeaf,Car,DiatomSizeReduction,ShapeletSim,yoga,FISH,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
Phoneme,50words,UWaveGestureLibraryAll,Adiac,FacesUCR,ShapesAll,InlineSkate,Cricket_Y,Cricket_X,WordsSynonyms,ElectricDevices,FaceAll,Two_Patterns,Worms,OliveOil,uWaveGestureLibrary_X,DistalPhalanxTW,InsectWingbeatSound,Cricket_Z,LargeKitchenAppliances,uWaveGestureLibrary_Z,MedicalImages,SwedishLeaf,CinC_ECG_torso,TwoLeadECG,FordA,uWaveGestureLibrary_Y,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,FordB,synthetic_control,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,Symbols,Car,SmallKitchenAppliances,ECG5000,Gun_Point,ECGFiveDays,FISH,ToeSegmentation1,ItalyPowerDemand,CBF,OSULeaf,Computers,ScreenType,ProximalPhalanxOutlineAgeGroup,ECG200,ToeSegmentation2,DiatomSizeReduction,Beef,Strawberry,Trace,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ChlorineConcentration,ProximalPhalanxOutlineCorrect,MoteStrain,SonyAIBORobotSurface,PhalangesOutlinesCorrect,BeetleFly,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Earthquakes,Lighting2,Herring,Ham,BirdChicken,Plane,wafer,ArrowHead,ShapeletSim,WormsTwoClass,Meat,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Coffee,Wine,yoga,HandOutlines,FaceFour,Haptics
Plane,FaceFour,ShapesAll,SwedishLeaf,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,Phoneme,Adiac,OSULeaf,FISH,Symbols,DiatomSizeReduction,Herring,Cricket_Z,Car,Cricket_Y,synthetic_control,BeetleFly,BirdChicken,RefrigerationDevices,yoga,Cricket_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ShapeletSim,ElectricDevices,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,Trace,InsectWingbeatSound,Earthquakes,InlineSkate,Worms,ToeSegmentation2,SmallKitchenAppliances,FacesUCR,MedicalImages,FaceAll,ToeSegmentation1,WordsSynonyms,50words,SonyAIBORobotSurface,ECG200,MoteStrain,Two_Patterns,MALLAT,CinC_ECG_torso,DistalPhalanxTW,wafer,Lighting7,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,LargeKitchenAppliances,MiddlePhalanxTW,ProximalPhalanxTW,FordA,ECG5000,ECGFiveDays,ItalyPowerDemand,ScreenType,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
ProximalPhalanxOutlineAgeGroup,50words,InsectWingbeatSound,MedicalImages,MALLAT,WordsSynonyms,Phoneme,FaceAll,ShapesAll,Lighting7,Cricket_X,ChlorineConcentration,OliveOil,CBF,uWaveGestureLibrary_X,Ham,uWaveGestureLibrary_Y,Lighting2,Cricket_Z,ElectricDevices,FacesUCR,InlineSkate,ScreenType,Cricket_Y,UWaveGestureLibraryAll,CinC_ECG_torso,ECG5000,Gun_Point,uWaveGestureLibrary_Z,Computers,RefrigerationDevices,ProximalPhalanxTW,LargeKitchenAppliances,Symbols,Two_Patterns,Strawberry,Worms,ItalyPowerDemand,ECGFiveDays,synthetic_control,Meat,FordA,SmallKitchenAppliances,Beef,WormsTwoClass,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,MiddlePhalanxTW,MoteStrain,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,ArrowHead,Trace,ECG200,SonyAIBORobotSurface,ToeSegmentation1,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,wafer,DistalPhalanxTW,DistalPhalanxOutlineAgeGroup,Coffee,ToeSegmentation2,Wine,OSULeaf,Adiac,Earthquakes,DistalPhalanxOutlineCorrect,SwedishLeaf,Car,HandOutlines,DiatomSizeReduction,ShapeletSim,FISH,yoga,BirdChicken,BeetleFly,Plane,NonInvasiveFatalECG_Thorax2,FaceFour,Herring,NonInvasiveFatalECG_Thorax1
ProximalPhalanxOutlineCorrect,50words,WordsSynonyms,Lighting7,MALLAT,Cricket_X,Phoneme,OliveOil,FaceAll,MedicalImages,ChlorineConcentration,ShapesAll,InsectWingbeatSound,FacesUCR,Gun_Point,CBF,Lighting2,uWaveGestureLibrary_X,Cricket_Z,ElectricDevices,Ham,uWaveGestureLibrary_Y,Strawberry,UWaveGestureLibraryAll,ScreenType,InlineSkate,ECG5000,CinC_ECG_torso,synthetic_control,uWaveGestureLibrary_Z,Cricket_Y,RefrigerationDevices,LargeKitchenAppliances,Symbols,Computers,Worms,WormsTwoClass,ProximalPhalanxTW,Meat,ProximalPhalanxOutlineAgeGroup,Two_Patterns,ItalyPowerDemand,ECGFiveDays,Beef,SmallKitchenAppliances,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,FordA,MiddlePhalanxOutlineAgeGroup,ArrowHead,MiddlePhalanxTW,MoteStrain,TwoLeadECG,FordB,wafer,Coffee,Trace,ECG200,Wine,MiddlePhalanxOutlineCorrect,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,SonyAIBORobotSurface,DistalPhalanxTW,OSULeaf,ToeSegmentation2,Earthquakes,Adiac,HandOutlines,DistalPhalanxOutlineCorrect,SwedishLeaf,Car,DiatomSizeReduction,ShapeletSim,FISH,yoga,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
ProximalPhalanxTW,50words,MedicalImages,InsectWingbeatSound,FaceAll,WordsSynonyms,Phoneme,MALLAT,Lighting7,ShapesAll,Cricket_X,uWaveGestureLibrary_X,OliveOil,CBF,ScreenType,ChlorineConcentration,uWaveGestureLibrary_Y,Ham,InlineSkate,Lighting2,Cricket_Z,ElectricDevices,Cricket_Y,FacesUCR,Computers,CinC_ECG_torso,UWaveGestureLibraryAll,RefrigerationDevices,ECG5000,LargeKitchenAppliances,Symbols,Gun_Point,uWaveGestureLibrary_Z,ItalyPowerDemand,ECGFiveDays,synthetic_control,Two_Patterns,Worms,Strawberry,FordA,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,Meat,WormsTwoClass,TwoLeadECG,FordB,MoteStrain,ECG200,Beef,SonyAIBORobotSurface,ProximalPhalanxOutlineCorrect,ToeSegmentation1,wafer,MiddlePhalanxTW,ArrowHead,Trace,ToeSegmentation2,MiddlePhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,Coffee,Wine,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,OSULeaf,Earthquakes,DistalPhalanxTW,DistalPhalanxOutlineCorrect,ShapeletSim,HandOutlines,Adiac,yoga,BirdChicken,BeetleFly,SwedishLeaf,Car,DiatomSizeReduction,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
RefrigerationDevices,Phoneme,Adiac,ShapesAll,MedicalImages,InlineSkate,SwedishLeaf,FISH,Cricket_X,WordsSynonyms,InsectWingbeatSound,uWaveGestureLibrary_X,FaceAll,50words,Cricket_Y,Lighting7,MiddlePhalanxTW,Symbols,ElectricDevices,DistalPhalanxTW,UWaveGestureLibraryAll,ProximalPhalanxTW,OSULeaf,Cricket_Z,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,MALLAT,Two_Patterns,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,CBF,FacesUCR,ECG5000,OliveOil,DiatomSizeReduction,Car,synthetic_control,Worms,Plane,Trace,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FordA,TwoLeadECG,FordB,Meat,ECGFiveDays,ECG200,ItalyPowerDemand,SonyAIBORobotSurface,ToeSegmentation1,MoteStrain,SonyAIBORobotSurfaceII,Beef,DistalPhalanxOutlineCorrect,Ham,ToeSegmentation2,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,FaceFour,ProximalPhalanxOutlineCorrect,ShapeletSim,Earthquakes,Gun_Point,yoga,wafer,ArrowHead,BirdChicken,BeetleFly,Strawberry,WormsTwoClass,Herring,Coffee,Wine,HandOutlines,Haptics,ScreenType,LargeKitchenAppliances,SmallKitchenAppliances
ScreenType,InsectWingbeatSound,uWaveGestureLibrary_X,FaceAll,Phoneme,Cricket_Y,InlineSkate,ProximalPhalanxTW,ShapesAll,uWaveGestureLibrary_Y,ElectricDevices,DistalPhalanxTW,Cricket_X,MiddlePhalanxTW,MedicalImages,Lighting7,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,UWaveGestureLibraryAll,MiddlePhalanxOutlineAgeGroup,ECGFiveDays,ItalyPowerDemand,ECG5000,ChlorineConcentration,Cricket_Z,DistalPhalanxOutlineCorrect,Symbols,ProximalPhalanxOutlineAgeGroup,Two_Patterns,uWaveGestureLibrary_Z,FordA,Ham,50words,WordsSynonyms,CBF,MiddlePhalanxOutlineCorrect,FacesUCR,MALLAT,TwoLeadECG,Lighting2,FordB,Worms,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,synthetic_control,ECG200,MoteStrain,SonyAIBORobotSurface,Gun_Point,ToeSegmentation1,Trace,Strawberry,Meat,ToeSegmentation2,WormsTwoClass,Beef,OSULeaf,wafer,Adiac,ArrowHead,Earthquakes,SwedishLeaf,ShapeletSim,Car,DiatomSizeReduction,yoga,Coffee,Wine,BirdChicken,BeetleFly,FISH,Plane,HandOutlines,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,LargeKitchenAppliances,SmallKitchenAppliances,RefrigerationDevices
ShapeletSim,ShapesAll,Cricket_Z,Trace,Cricket_X,Cricket_Y,SwedishLeaf,Adiac,Phoneme,OSULeaf,Car,synthetic_control,DiatomSizeReduction,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,FISH,yoga,Symbols,UWaveGestureLibraryAll,Worms,uWaveGestureLibrary_X,ElectricDevices,BirdChicken,Plane,BeetleFly,SmallKitchenAppliances,InlineSkate,ToeSegmentation2,Two_Patterns,SonyAIBORobotSurface,FacesUCR,ToeSegmentation1,RefrigerationDevices,ECG200,DistalPhalanxTW,FaceAll,InsectWingbeatSound,CinC_ECG_torso,Herring,MoteStrain,MedicalImages,MiddlePhalanxTW,LargeKitchenAppliances,FaceFour,NonInvasiveFatalECG_Thorax2,TwoLeadECG,ProximalPhalanxTW,SonyAIBORobotSurfaceII,Lighting7,ScreenType,WordsSynonyms,wafer,50words,Earthquakes,NonInvasiveFatalECG_Thorax1,ECGFiveDays,DistalPhalanxOutlineAgeGroup,MALLAT,ItalyPowerDemand,ECG5000,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,Computers,CBF,OliveOil,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Beef,Meat,Gun_Point,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine,HandOutlines,Haptics,FordB
ShapesAll,Adiac,SwedishLeaf,OSULeaf,50words,Phoneme,Car,Cricket_Z,DiatomSizeReduction,synthetic_control,FISH,Cricket_X,MALLAT,WordsSynonyms,ShapeletSim,MedicalImages,uWaveGestureLibrary_Y,Symbols,yoga,uWaveGestureLibrary_X,Cricket_Y,uWaveGestureLibrary_Z,InsectWingbeatSound,OliveOil,ElectricDevices,RefrigerationDevices,Trace,FaceAll,UWaveGestureLibraryAll,FacesUCR,wafer,Worms,InlineSkate,Haptics,MiddlePhalanxTW,ToeSegmentation2,ProximalPhalanxTW,Lighting7,DistalPhalanxTW,ToeSegmentation1,SonyAIBORobotSurface,MoteStrain,SmallKitchenAppliances,SonyAIBORobotSurfaceII,Plane,ScreenType,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,ECG200,CBF,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,LargeKitchenAppliances,ChlorineConcentration,Two_Patterns,ECG5000,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Lighting2,Ham,Computers,FordB,TwoLeadECG,PhalangesOutlinesCorrect,ItalyPowerDemand,ECGFiveDays,ProximalPhalanxOutlineCorrect,FordA,Gun_Point,NonInvasiveFatalECG_Thorax2,Strawberry,FaceFour,Meat,WormsTwoClass,Beef,NonInvasiveFatalECG_Thorax1,ArrowHead,Coffee,Wine,HandOutlines,Herring,BirdChicken,BeetleFly
SmallKitchenAppliances,Cricket_Z,Phoneme,Cricket_X,Two_Patterns,uWaveGestureLibrary_Z,ShapesAll,InlineSkate,UWaveGestureLibraryAll,Cricket_Y,ElectricDevices,DistalPhalanxTW,uWaveGestureLibrary_X,CinC_ECG_torso,uWaveGestureLibrary_Y,Trace,FaceAll,InsectWingbeatSound,Symbols,Worms,synthetic_control,TwoLeadECG,FordB,MedicalImages,MiddlePhalanxTW,FordA,ECG200,ProximalPhalanxTW,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,Lighting7,ECGFiveDays,ItalyPowerDemand,FacesUCR,ECG5000,Adiac,WordsSynonyms,MiddlePhalanxOutlineAgeGroup,50words,OSULeaf,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,MoteStrain,ToeSegmentation1,SonyAIBORobotSurfaceII,CBF,MALLAT,ToeSegmentation2,SwedishLeaf,OliveOil,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,DiatomSizeReduction,Car,FISH,Lighting2,ShapeletSim,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,yoga,Gun_Point,BirdChicken,wafer,BeetleFly,Plane,Strawberry,Earthquakes,Meat,Beef,WormsTwoClass,ArrowHead,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Herring,Coffee,Wine,HandOutlines,Haptics,ScreenType,LargeKitchenAppliances,RefrigerationDevices
SonyAIBORobotSurface,ShapesAll,uWaveGestureLibrary_Z,Phoneme,UWaveGestureLibraryAll,Worms,Cricket_Y,InlineSkate,ECG200,Two_Patterns,ElectricDevices,Cricket_Z,Symbols,uWaveGestureLibrary_Y,FordB,CinC_ECG_torso,TwoLeadECG,Cricket_X,uWaveGestureLibrary_X,SmallKitchenAppliances,Trace,synthetic_control,LargeKitchenAppliances,DistalPhalanxTW,FordA,FaceAll,InsectWingbeatSound,ScreenType,ECGFiveDays,SonyAIBORobotSurfaceII,ItalyPowerDemand,FacesUCR,ECG5000,OSULeaf,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MoteStrain,MiddlePhalanxTW,MedicalImages,ToeSegmentation1,ToeSegmentation2,Lighting7,MiddlePhalanxOutlineAgeGroup,Computers,Adiac,RefrigerationDevices,ChlorineConcentration,ShapeletSim,ProximalPhalanxOutlineAgeGroup,CBF,WordsSynonyms,50words,DistalPhalanxOutlineCorrect,yoga,SwedishLeaf,BirdChicken,BeetleFly,MALLAT,Ham,OliveOil,MiddlePhalanxOutlineCorrect,Car,DiatomSizeReduction,Lighting2,wafer,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,FISH,Earthquakes,Plane,Gun_Point,Meat,Strawberry,Beef,WormsTwoClass,Herring,ArrowHead,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Coffee,Wine,HandOutlines
