,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
MoteStrain,ShapesAll,Adiac,50words,Phoneme,WordsSynonyms,SwedishLeaf,FaceAll,Cricket_Y,Cricket_Z,Cricket_X,InsectWingbeatSound,UWaveGestureLibraryAll,FacesUCR,uWaveGestureLibrary_Z,InlineSkate,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MALLAT,OSULeaf,FISH,DistalPhalanxTW,Symbols,Lighting7,Two_Patterns,NonInvasiveFatalECG_Thorax2,synthetic_control,Car,ProximalPhalanxTW,MiddlePhalanxTW,DiatomSizeReduction,CinC_ECG_torso,Worms,NonInvasiveFatalECG_Thorax1,LargeKitchenAppliances,Plane,ECG5000,SmallKitchenAppliances,RefrigerationDevices,OliveOil,ScreenType,DistalPhalanxOutlineAgeGroup,Beef,TwoLeadECG,FordA,FordB,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,CBF,ProximalPhalanxOutlineAgeGroup,ECGFiveDays,ECG200,ItalyPowerDemand,SonyAIBORobotSurface,Trace,yoga,ToeSegmentation1,Meat,ShapeletSim,Computers,PhalangesOutlinesCorrect,Lighting2,BirdChicken,ProximalPhalanxOutlineCorrect,wafer,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Herring,Ham,DistalPhalanxOutlineCorrect,Earthquakes,Gun_Point,ArrowHead,BeetleFly,Strawberry,WormsTwoClass,FaceFour,Haptics,Coffee,Wine,HandOutlines
NonInvasiveFatalECG_Thorax1,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,50words,Cricket_X,FISH,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,OSULeaf,uWaveGestureLibrary_X,Symbols,WordsSynonyms,InlineSkate,FaceAll,uWaveGestureLibrary_Y,Plane,synthetic_control,MedicalImages,DiatomSizeReduction,Car,Trace,FacesUCR,NonInvasiveFatalECG_Thorax2,Two_Patterns,DistalPhalanxTW,Worms,MiddlePhalanxTW,Lighting7,SmallKitchenAppliances,CinC_ECG_torso,ProximalPhalanxTW,LargeKitchenAppliances,RefrigerationDevices,FaceFour,Herring,BeetleFly,BirdChicken,yoga,ScreenType,ShapeletSim,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ToeSegmentation2,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,FordA,MALLAT,MoteStrain,ECG5000,Earthquakes,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Computers,ProximalPhalanxOutlineAgeGroup,CBF,wafer,DistalPhalanxOutlineCorrect,Haptics,Ham,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines
NonInvasiveFatalECG_Thorax2,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,50words,Cricket_X,FISH,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,uWaveGestureLibrary_X,OSULeaf,WordsSynonyms,InlineSkate,Symbols,FaceAll,uWaveGestureLibrary_Y,Plane,synthetic_control,MedicalImages,DiatomSizeReduction,Trace,Car,FacesUCR,Two_Patterns,DistalPhalanxTW,NonInvasiveFatalECG_Thorax1,Worms,MiddlePhalanxTW,Lighting7,SmallKitchenAppliances,CinC_ECG_torso,ProximalPhalanxTW,LargeKitchenAppliances,RefrigerationDevices,Herring,ScreenType,BeetleFly,yoga,BirdChicken,FaceFour,SonyAIBORobotSurface,ECG200,ShapeletSim,FordB,TwoLeadECG,ToeSegmentation2,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,FordA,MALLAT,ECG5000,MoteStrain,Earthquakes,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Computers,ProximalPhalanxOutlineAgeGroup,CBF,wafer,DistalPhalanxOutlineCorrect,Haptics,Ham,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines
OSULeaf,yoga,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,50words,Cricket_Y,Cricket_Z,Cricket_X,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,WordsSynonyms,FaceAll,uWaveGestureLibrary_X,InlineSkate,uWaveGestureLibrary_Y,Plane,MedicalImages,DistalPhalanxTW,Two_Patterns,Symbols,synthetic_control,Trace,MiddlePhalanxTW,Lighting7,Worms,ProximalPhalanxTW,FaceFour,CinC_ECG_torso,FacesUCR,SmallKitchenAppliances,FISH,LargeKitchenAppliances,ScreenType,MALLAT,TwoLeadECG,FordB,ECG200,DistalPhalanxOutlineAgeGroup,SonyAIBORobotSurface,FordA,ECG5000,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ECGFiveDays,ItalyPowerDemand,ToeSegmentation1,MoteStrain,ToeSegmentation2,ChlorineConcentration,SonyAIBORobotSurfaceII,DiatomSizeReduction,Computers,ProximalPhalanxOutlineAgeGroup,Car,ShapeletSim,CBF,BeetleFly,BirdChicken,DistalPhalanxOutlineCorrect,Ham,Earthquakes,MiddlePhalanxOutlineCorrect,Lighting2,wafer,OliveOil,Herring,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Haptics,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
OliveOil,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,Cricket_Y,Cricket_Z,FacesUCR,Cricket_X,InsectWingbeatSound,FaceAll,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,SwedishLeaf,InlineSkate,synthetic_control,DistalPhalanxTW,NonInvasiveFatalECG_Thorax2,Beef,MiddlePhalanxTW,Lighting7,Trace,NonInvasiveFatalECG_Thorax1,Worms,OSULeaf,Symbols,Two_Patterns,ProximalPhalanxTW,ECG5000,CinC_ECG_torso,LargeKitchenAppliances,SmallKitchenAppliances,Car,ArrowHead,ScreenType,FISH,Plane,Meat,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,SonyAIBORobotSurface,HandOutlines,ShapeletSim,ToeSegmentation1,FordA,Coffee,ECG200,Wine,ToeSegmentation2,ECGFiveDays,MoteStrain,ItalyPowerDemand,yoga,FordB,SonyAIBORobotSurfaceII,TwoLeadECG,Computers,ProximalPhalanxOutlineAgeGroup,BirdChicken,MALLAT,DistalPhalanxOutlineCorrect,Ham,CBF,BeetleFly,WormsTwoClass,MiddlePhalanxOutlineCorrect,wafer,Earthquakes,Lighting2,FaceFour,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Herring,Strawberry,Haptics,Gun_Point
PhalangesOutlinesCorrect,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_Y,FacesUCR,Cricket_Z,FaceAll,Cricket_X,InsectWingbeatSound,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,SwedishLeaf,uWaveGestureLibrary_X,MiddlePhalanxTW,ProximalPhalanxTW,MedicalImages,synthetic_control,Beef,NonInvasiveFatalECG_Thorax2,DistalPhalanxTW,Worms,Two_Patterns,Trace,NonInvasiveFatalECG_Thorax1,OSULeaf,ECG5000,Symbols,CinC_ECG_torso,MALLAT,Lighting7,Meat,ArrowHead,SmallKitchenAppliances,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,Car,DistalPhalanxOutlineAgeGroup,ScreenType,Plane,FISH,DiatomSizeReduction,FordA,SonyAIBORobotSurface,ECG200,ProximalPhalanxOutlineCorrect,HandOutlines,Coffee,FordB,DistalPhalanxOutlineCorrect,TwoLeadECG,Wine,ShapeletSim,MiddlePhalanxOutlineCorrect,ECGFiveDays,ToeSegmentation2,ToeSegmentation1,ItalyPowerDemand,WormsTwoClass,OliveOil,RefrigerationDevices,yoga,MoteStrain,Computers,wafer,SonyAIBORobotSurfaceII,BirdChicken,CBF,BeetleFly,ChlorineConcentration,Strawberry,Ham,Earthquakes,FaceFour,Gun_Point,Herring,Haptics,Lighting2
Phoneme,ShapesAll,50words,Adiac,NonInvasiveFatalECG_Thorax2,WordsSynonyms,NonInvasiveFatalECG_Thorax1,Cricket_Z,FaceAll,Cricket_Y,Cricket_X,InsectWingbeatSound,SwedishLeaf,MedicalImages,FacesUCR,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,InlineSkate,Lighting7,synthetic_control,MiddlePhalanxTW,DistalPhalanxTW,ProximalPhalanxTW,OSULeaf,Symbols,Plane,FISH,Trace,Worms,Two_Patterns,CinC_ECG_torso,ECG5000,Car,DiatomSizeReduction,OliveOil,SmallKitchenAppliances,ScreenType,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,CBF,RefrigerationDevices,Beef,FaceFour,ShapeletSim,MoteStrain,SonyAIBORobotSurface,yoga,SonyAIBORobotSurfaceII,ECG200,ToeSegmentation1,ToeSegmentation2,Computers,DistalPhalanxOutlineCorrect,FordB,TwoLeadECG,ItalyPowerDemand,Ham,ECGFiveDays,BirdChicken,MiddlePhalanxOutlineCorrect,FordA,Lighting2,Meat,BeetleFly,PhalangesOutlinesCorrect,wafer,ProximalPhalanxOutlineCorrect,Earthquakes,Gun_Point,Strawberry,WormsTwoClass,ArrowHead,Herring,Haptics,Coffee,Wine,HandOutlines,MALLAT
Plane,ShapesAll,Adiac,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,Cricket_X,50words,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,uWaveGestureLibrary_X,FISH,InlineSkate,FaceAll,uWaveGestureLibrary_Y,Symbols,WordsSynonyms,OSULeaf,MedicalImages,synthetic_control,Trace,Two_Patterns,DistalPhalanxTW,DiatomSizeReduction,Car,Worms,MiddlePhalanxTW,FacesUCR,CinC_ECG_torso,Lighting7,SmallKitchenAppliances,ProximalPhalanxTW,LargeKitchenAppliances,ScreenType,RefrigerationDevices,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,BeetleFly,BirdChicken,yoga,DistalPhalanxOutlineAgeGroup,FordA,ToeSegmentation2,ShapeletSim,ToeSegmentation1,FaceFour,Herring,ECG5000,ECGFiveDays,MoteStrain,ItalyPowerDemand,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,MALLAT,Earthquakes,Computers,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,Ham,wafer,MiddlePhalanxOutlineCorrect,Haptics,Lighting2,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
ProximalPhalanxOutlineAgeGroup,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,uWaveGestureLibrary_X,InlineSkate,InsectWingbeatSound,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,Beef,MedicalImages,MALLAT,NonInvasiveFatalECG_Thorax2,Worms,DistalPhalanxTW,Trace,Lighting7,NonInvasiveFatalECG_Thorax1,Two_Patterns,OSULeaf,ECG5000,CinC_ECG_torso,Symbols,MiddlePhalanxOutlineAgeGroup,Meat,SmallKitchenAppliances,ArrowHead,LargeKitchenAppliances,Car,DistalPhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,OliveOil,ScreenType,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG200,PhalangesOutlinesCorrect,Coffee,ShapeletSim,Wine,FordA,FordB,DistalPhalanxOutlineCorrect,TwoLeadECG,HandOutlines,ProximalPhalanxOutlineCorrect,ToeSegmentation2,WormsTwoClass,ToeSegmentation1,RefrigerationDevices,yoga,ECGFiveDays,wafer,ItalyPowerDemand,BirdChicken,MoteStrain,CBF,SonyAIBORobotSurfaceII,Strawberry,BeetleFly,Computers,ChlorineConcentration,Gun_Point,Lighting2,FaceFour,Ham,Earthquakes,Herring,Haptics
ProximalPhalanxOutlineCorrect,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_Y,FacesUCR,Cricket_Z,FaceAll,Cricket_X,InsectWingbeatSound,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,InlineSkate,SwedishLeaf,uWaveGestureLibrary_X,MiddlePhalanxTW,ProximalPhalanxTW,MedicalImages,Beef,synthetic_control,NonInvasiveFatalECG_Thorax2,Worms,DistalPhalanxTW,Trace,Two_Patterns,NonInvasiveFatalECG_Thorax1,ECG5000,OSULeaf,Symbols,CinC_ECG_torso,Lighting7,MiddlePhalanxOutlineAgeGroup,SmallKitchenAppliances,ArrowHead,MALLAT,LargeKitchenAppliances,Meat,ProximalPhalanxOutlineAgeGroup,Car,ScreenType,DistalPhalanxOutlineAgeGroup,FISH,Plane,DiatomSizeReduction,SonyAIBORobotSurface,FordA,MiddlePhalanxOutlineCorrect,Coffee,ECG200,PhalangesOutlinesCorrect,HandOutlines,Wine,DistalPhalanxOutlineCorrect,FordB,TwoLeadECG,ShapeletSim,ECGFiveDays,ToeSegmentation2,ToeSegmentation1,ItalyPowerDemand,RefrigerationDevices,MoteStrain,yoga,WormsTwoClass,Computers,SonyAIBORobotSurfaceII,BirdChicken,wafer,CBF,ChlorineConcentration,OliveOil,BeetleFly,Strawberry,Ham,Earthquakes,FaceFour,Lighting2,Herring,Gun_Point,Haptics
ProximalPhalanxTW,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,uWaveGestureLibrary_X,InsectWingbeatSound,InlineSkate,MiddlePhalanxTW,MedicalImages,synthetic_control,MALLAT,Beef,NonInvasiveFatalECG_Thorax2,Worms,DistalPhalanxTW,Trace,Lighting7,Two_Patterns,NonInvasiveFatalECG_Thorax1,OSULeaf,ECG5000,Symbols,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,Meat,SmallKitchenAppliances,ArrowHead,ProximalPhalanxOutlineAgeGroup,Car,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,OliveOil,Plane,FISH,DiatomSizeReduction,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG200,ScreenType,Coffee,ShapeletSim,FordB,Wine,TwoLeadECG,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,FordA,HandOutlines,WormsTwoClass,ToeSegmentation2,yoga,RefrigerationDevices,ToeSegmentation1,wafer,ECGFiveDays,CBF,BirdChicken,SonyAIBORobotSurfaceII,ItalyPowerDemand,MoteStrain,ChlorineConcentration,Strawberry,BeetleFly,Computers,Gun_Point,Lighting2,Ham,FaceFour,Earthquakes,Herring,Haptics
RefrigerationDevices,ShapesAll,50words,Phoneme,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,WordsSynonyms,Cricket_Y,Cricket_Z,Cricket_X,FaceAll,uWaveGestureLibrary_Z,InsectWingbeatSound,FacesUCR,UWaveGestureLibraryAll,SwedishLeaf,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MedicalImages,InlineSkate,synthetic_control,Plane,MALLAT,Trace,Lighting7,Worms,DistalPhalanxTW,Two_Patterns,ProximalPhalanxTW,MiddlePhalanxTW,Symbols,OSULeaf,CinC_ECG_torso,ECG5000,FaceFour,Beef,SonyAIBORobotSurface,OliveOil,ECG200,FISH,Car,FordB,TwoLeadECG,DistalPhalanxOutlineAgeGroup,ShapeletSim,ProximalPhalanxOutlineAgeGroup,DiatomSizeReduction,MiddlePhalanxOutlineAgeGroup,MoteStrain,SonyAIBORobotSurfaceII,yoga,CBF,ToeSegmentation2,ToeSegmentation1,FordA,ChlorineConcentration,ItalyPowerDemand,ECGFiveDays,Meat,BirdChicken,wafer,BeetleFly,ArrowHead,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,Ham,Gun_Point,Lighting2,Strawberry,WormsTwoClass,Earthquakes,Coffee,Wine,HandOutlines,Herring,Haptics,ScreenType,LargeKitchenAppliances,Computers,SmallKitchenAppliances
ScreenType,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FacesUCR,Cricket_Z,FaceAll,Cricket_Y,Cricket_X,MALLAT,uWaveGestureLibrary_Z,MedicalImages,SwedishLeaf,NonInvasiveFatalECG_Thorax2,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,synthetic_control,Lighting7,NonInvasiveFatalECG_Thorax1,InsectWingbeatSound,uWaveGestureLibrary_X,Beef,Worms,ProximalPhalanxTW,Trace,MiddlePhalanxTW,InlineSkate,OliveOil,OSULeaf,DistalPhalanxTW,Two_Patterns,Symbols,ECG5000,CinC_ECG_torso,Meat,Car,Plane,FISH,ArrowHead,DiatomSizeReduction,CBF,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,WormsTwoClass,SonyAIBORobotSurface,Strawberry,Gun_Point,PhalangesOutlinesCorrect,ShapeletSim,ProximalPhalanxOutlineCorrect,ECG200,wafer,FordB,TwoLeadECG,yoga,Coffee,Lighting2,DistalPhalanxOutlineAgeGroup,Wine,SonyAIBORobotSurfaceII,BirdChicken,ToeSegmentation2,MiddlePhalanxOutlineCorrect,BeetleFly,FordA,Ham,HandOutlines,MoteStrain,ToeSegmentation1,DistalPhalanxOutlineCorrect,FaceFour,ItalyPowerDemand,ECGFiveDays,Earthquakes,Herring,Haptics,LargeKitchenAppliances,Computers,SmallKitchenAppliances,RefrigerationDevices
ShapeletSim,ShapesAll,Phoneme,Adiac,50words,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,SwedishLeaf,InsectWingbeatSound,Cricket_Y,WordsSynonyms,Cricket_X,FaceAll,Cricket_Z,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,MedicalImages,DistalPhalanxTW,uWaveGestureLibrary_Y,Symbols,FISH,Plane,Two_Patterns,OSULeaf,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,CinC_ECG_torso,FacesUCR,LargeKitchenAppliances,synthetic_control,ScreenType,Worms,Car,MALLAT,SmallKitchenAppliances,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,FaceFour,ECG5000,TwoLeadECG,MiddlePhalanxOutlineAgeGroup,ECGFiveDays,ItalyPowerDemand,ChlorineConcentration,Trace,Computers,ProximalPhalanxOutlineAgeGroup,ECG200,SonyAIBORobotSurface,CBF,ToeSegmentation2,ToeSegmentation1,DistalPhalanxOutlineCorrect,Earthquakes,SonyAIBORobotSurfaceII,Herring,Ham,MoteStrain,MiddlePhalanxOutlineCorrect,yoga,OliveOil,BirdChicken,BeetleFly,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Haptics,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,FordB,FordA
ShapesAll,Phoneme,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,50words,Cricket_Y,Cricket_Z,Cricket_X,InsectWingbeatSound,WordsSynonyms,SwedishLeaf,FaceAll,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,MedicalImages,Plane,uWaveGestureLibrary_Y,DistalPhalanxTW,Symbols,Two_Patterns,Lighting7,MiddlePhalanxTW,FISH,ProximalPhalanxTW,OSULeaf,synthetic_control,FacesUCR,CinC_ECG_torso,Worms,Trace,FaceFour,LargeKitchenAppliances,SmallKitchenAppliances,ScreenType,MALLAT,DistalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,ECG5000,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,FordA,ECG200,SonyAIBORobotSurface,ChlorineConcentration,ECGFiveDays,ItalyPowerDemand,DiatomSizeReduction,Car,ProximalPhalanxOutlineAgeGroup,Computers,CBF,MoteStrain,SonyAIBORobotSurfaceII,ToeSegmentation1,ToeSegmentation2,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,ShapeletSim,OliveOil,Lighting2,yoga,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Gun_Point,Haptics,Strawberry,Beef,Meat,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,BeetleFly,BirdChicken,Herring,Earthquakes
SmallKitchenAppliances,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,InsectWingbeatSound,Cricket_X,SwedishLeaf,MedicalImages,Cricket_Y,Cricket_Z,FacesUCR,uWaveGestureLibrary_X,MALLAT,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,MiddlePhalanxTW,ProximalPhalanxTW,NonInvasiveFatalECG_Thorax2,InlineSkate,synthetic_control,DistalPhalanxTW,OSULeaf,NonInvasiveFatalECG_Thorax1,FISH,Symbols,Car,Worms,DiatomSizeReduction,OliveOil,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Trace,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,Plane,CBF,DistalPhalanxOutlineAgeGroup,ECG5000,Two_Patterns,Lighting2,MiddlePhalanxOutlineCorrect,PhalangesOutlinesCorrect,Beef,Ham,DistalPhalanxOutlineCorrect,Meat,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,ShapeletSim,yoga,MoteStrain,Gun_Point,ECG200,wafer,Earthquakes,BirdChicken,ToeSegmentation1,ItalyPowerDemand,FordB,Strawberry,ToeSegmentation2,TwoLeadECG,ECGFiveDays,BeetleFly,WormsTwoClass,FordA,Herring,FaceFour,ArrowHead,Haptics,Coffee,Wine,HandOutlines,ScreenType,LargeKitchenAppliances,Computers,RefrigerationDevices
SonyAIBORobotSurface,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,InsectWingbeatSound,FaceAll,Cricket_X,Cricket_Z,MedicalImages,Cricket_Y,uWaveGestureLibrary_X,Lighting7,SwedishLeaf,MiddlePhalanxTW,MALLAT,ProximalPhalanxTW,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,FacesUCR,DistalPhalanxTW,synthetic_control,uWaveGestureLibrary_Z,MiddlePhalanxOutlineAgeGroup,Trace,ChlorineConcentration,Symbols,ScreenType,DistalPhalanxOutlineAgeGroup,OSULeaf,ProximalPhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax2,CBF,OliveOil,CinC_ECG_torso,Car,Two_Patterns,LargeKitchenAppliances,ECG5000,Worms,DiatomSizeReduction,SmallKitchenAppliances,FISH,RefrigerationDevices,NonInvasiveFatalECG_Thorax1,DistalPhalanxOutlineCorrect,yoga,Ham,MiddlePhalanxOutlineCorrect,Computers,Plane,Lighting2,ToeSegmentation1,PhalangesOutlinesCorrect,MoteStrain,ToeSegmentation2,ProximalPhalanxOutlineCorrect,ShapeletSim,ItalyPowerDemand,ECGFiveDays,FordA,wafer,SonyAIBORobotSurfaceII,BirdChicken,Gun_Point,Earthquakes,BeetleFly,TwoLeadECG,FordB,Strawberry,Beef,ECG200,Meat,WormsTwoClass,Herring,Haptics,FaceFour,ArrowHead,Coffee,Wine,HandOutlines
SonyAIBORobotSurfaceII,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,Cricket_Z,Cricket_X,InsectWingbeatSound,Cricket_Y,SwedishLeaf,FacesUCR,MedicalImages,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InlineSkate,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,MALLAT,Lighting7,ProximalPhalanxTW,synthetic_control,OSULeaf,MiddlePhalanxTW,NonInvasiveFatalECG_Thorax2,Symbols,Two_Patterns,Car,Worms,CinC_ECG_torso,FISH,NonInvasiveFatalECG_Thorax1,DiatomSizeReduction,ECG5000,LargeKitchenAppliances,ScreenType,Trace,SmallKitchenAppliances,Beef,DistalPhalanxOutlineAgeGroup,Plane,OliveOil,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,yoga,ToeSegmentation2,ToeSegmentation1,ECGFiveDays,FordA,ItalyPowerDemand,Computers,ShapeletSim,TwoLeadECG,FordB,Meat,DistalPhalanxOutlineCorrect,MoteStrain,BirdChicken,wafer,PhalangesOutlinesCorrect,Lighting2,ProximalPhalanxOutlineCorrect,ArrowHead,MiddlePhalanxOutlineCorrect,Ham,BeetleFly,ECG200,SonyAIBORobotSurface,Gun_Point,Earthquakes,Strawberry,WormsTwoClass,Coffee,Wine,HandOutlines,Herring,Haptics,FaceFour
