,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
MoteStrain,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,Cricket_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Cricket_Z,InlineSkate,Cricket_X,FaceAll,SwedishLeaf,InsectWingbeatSound,uWaveGestureLibrary_X,Two_Patterns,MedicalImages,uWaveGestureLibrary_Y,DistalPhalanxTW,OSULeaf,Symbols,FacesUCR,CinC_ECG_torso,synthetic_control,LargeKitchenAppliances,Lighting7,Worms,Car,MALLAT,SmallKitchenAppliances,ProximalPhalanxTW,MiddlePhalanxTW,DiatomSizeReduction,TwoLeadECG,FordB,FordA,FISH,ToeSegmentation2,ScreenType,RefrigerationDevices,ECG200,ECG5000,ECGFiveDays,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,yoga,ToeSegmentation1,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Computers,ShapeletSim,ProximalPhalanxOutlineAgeGroup,CBF,OliveOil,SonyAIBORobotSurfaceII,Plane,wafer,Lighting2,Trace,MiddlePhalanxOutlineCorrect,PhalangesOutlinesCorrect,Ham,BirdChicken,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,Earthquakes,Gun_Point,BeetleFly,Herring,Haptics,Meat,Beef,Strawberry,WormsTwoClass,ArrowHead,Coffee,NonInvasiveFatalECG_Thorax2,Wine,HandOutlines,NonInvasiveFatalECG_Thorax1,FaceFour
NonInvasiveFatalECG_Thorax1,ShapesAll,Adiac,SwedishLeaf,Phoneme,FISH,Cricket_Z,Plane,OSULeaf,Cricket_Y,Symbols,DiatomSizeReduction,Cricket_X,Car,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,synthetic_control,FaceFour,uWaveGestureLibrary_Y,Trace,Herring,uWaveGestureLibrary_X,InlineSkate,FacesUCR,BeetleFly,InsectWingbeatSound,BirdChicken,Worms,Two_Patterns,yoga,NonInvasiveFatalECG_Thorax2,RefrigerationDevices,Earthquakes,SmallKitchenAppliances,ShapeletSim,FaceAll,DistalPhalanxTW,ToeSegmentation2,CinC_ECG_torso,SonyAIBORobotSurface,ECG200,ToeSegmentation1,Haptics,FordB,TwoLeadECG,50words,MedicalImages,LargeKitchenAppliances,MoteStrain,wafer,FordA,SonyAIBORobotSurfaceII,WordsSynonyms,ScreenType,MiddlePhalanxTW,ProximalPhalanxTW,ECGFiveDays,ItalyPowerDemand,Lighting7,ECG5000,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
NonInvasiveFatalECG_Thorax2,ShapesAll,Adiac,Phoneme,SwedishLeaf,FISH,Cricket_Z,Plane,OSULeaf,Cricket_Y,Symbols,DiatomSizeReduction,Cricket_X,Car,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,synthetic_control,uWaveGestureLibrary_Y,Trace,FaceFour,uWaveGestureLibrary_X,Herring,InlineSkate,FacesUCR,InsectWingbeatSound,BeetleFly,Two_Patterns,Worms,BirdChicken,yoga,RefrigerationDevices,SmallKitchenAppliances,FaceAll,ShapeletSim,Earthquakes,NonInvasiveFatalECG_Thorax1,DistalPhalanxTW,ToeSegmentation2,CinC_ECG_torso,SonyAIBORobotSurface,ECG200,ToeSegmentation1,Haptics,FordB,TwoLeadECG,50words,MedicalImages,LargeKitchenAppliances,MoteStrain,wafer,FordA,SonyAIBORobotSurfaceII,WordsSynonyms,ScreenType,MiddlePhalanxTW,ProximalPhalanxTW,ECGFiveDays,ItalyPowerDemand,Lighting7,ECG5000,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
OSULeaf,yoga,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,Cricket_Z,SwedishLeaf,Cricket_Y,Cricket_X,Plane,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,FISH,InlineSkate,Trace,synthetic_control,InsectWingbeatSound,Symbols,FaceFour,Two_Patterns,FaceAll,50words,Worms,SmallKitchenAppliances,DistalPhalanxTW,DiatomSizeReduction,CinC_ECG_torso,MedicalImages,Car,WordsSynonyms,FacesUCR,ECG200,SonyAIBORobotSurface,LargeKitchenAppliances,TwoLeadECG,FordB,ShapeletSim,BirdChicken,BeetleFly,ToeSegmentation2,ToeSegmentation1,MoteStrain,MiddlePhalanxTW,ProximalPhalanxTW,ScreenType,FordA,RefrigerationDevices,Lighting7,Herring,SonyAIBORobotSurfaceII,ECGFiveDays,ItalyPowerDemand,ECG5000,DistalPhalanxOutlineAgeGroup,Earthquakes,wafer,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineCorrect,CBF,MALLAT,Haptics,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
OliveOil,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,MedicalImages,Cricket_X,Cricket_Y,uWaveGestureLibrary_X,Cricket_Z,Lighting7,MiddlePhalanxTW,uWaveGestureLibrary_Y,InlineSkate,DistalPhalanxTW,ProximalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Adiac,Beef,ECG5000,synthetic_control,MALLAT,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Meat,DistalPhalanxOutlineAgeGroup,ScreenType,CinC_ECG_torso,LargeKitchenAppliances,Two_Patterns,Symbols,ProximalPhalanxOutlineAgeGroup,Ham,CBF,Worms,WormsTwoClass,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,ArrowHead,RefrigerationDevices,Computers,Lighting2,SmallKitchenAppliances,Trace,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,FordA,Coffee,MoteStrain,Wine,ProximalPhalanxOutlineCorrect,Strawberry,ToeSegmentation1,TwoLeadECG,FordB,SwedishLeaf,Earthquakes,wafer,SonyAIBORobotSurface,OSULeaf,HandOutlines,ECG200,ToeSegmentation2,ShapeletSim,Car,yoga,DiatomSizeReduction,BirdChicken,BeetleFly,Plane,FISH,Gun_Point,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
PhalangesOutlinesCorrect,50words,Phoneme,ShapesAll,WordsSynonyms,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_Y,MedicalImages,Cricket_X,InlineSkate,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,Cricket_Z,MALLAT,UWaveGestureLibraryAll,Lighting7,uWaveGestureLibrary_Z,Adiac,ECG5000,CinC_ECG_torso,MiddlePhalanxTW,ProximalPhalanxTW,ScreenType,Two_Patterns,Beef,OliveOil,LargeKitchenAppliances,synthetic_control,Meat,Worms,Symbols,CBF,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,SmallKitchenAppliances,WormsTwoClass,Computers,ECGFiveDays,Strawberry,ItalyPowerDemand,ProximalPhalanxOutlineAgeGroup,FordA,DistalPhalanxTW,ProximalPhalanxOutlineCorrect,RefrigerationDevices,Ham,DistalPhalanxOutlineAgeGroup,ArrowHead,Trace,MiddlePhalanxOutlineCorrect,Gun_Point,SonyAIBORobotSurfaceII,FordB,TwoLeadECG,MoteStrain,ToeSegmentation1,wafer,ECG200,Coffee,ToeSegmentation2,DistalPhalanxOutlineCorrect,SonyAIBORobotSurface,Wine,OSULeaf,Earthquakes,SwedishLeaf,Lighting2,HandOutlines,ShapeletSim,Car,yoga,BirdChicken,DiatomSizeReduction,BeetleFly,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
Phoneme,ShapesAll,50words,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,WordsSynonyms,FaceAll,Cricket_X,Cricket_Y,Cricket_Z,InsectWingbeatSound,SwedishLeaf,MedicalImages,FacesUCR,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,InlineSkate,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,synthetic_control,Symbols,Plane,OSULeaf,FISH,Worms,Trace,Two_Patterns,CinC_ECG_torso,ECG5000,OliveOil,ScreenType,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,CBF,LargeKitchenAppliances,DiatomSizeReduction,Car,RefrigerationDevices,Beef,FaceFour,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,MoteStrain,ECG200,DistalPhalanxOutlineCorrect,Computers,Ham,ItalyPowerDemand,Meat,MiddlePhalanxOutlineCorrect,ECGFiveDays,FordB,TwoLeadECG,Lighting2,ToeSegmentation1,FordA,ShapeletSim,PhalangesOutlinesCorrect,ToeSegmentation2,ProximalPhalanxOutlineCorrect,yoga,wafer,Earthquakes,Gun_Point,BeetleFly,BirdChicken,Strawberry,WormsTwoClass,ArrowHead,Herring,Coffee,Wine,HandOutlines,Haptics,MALLAT
Plane,ShapesAll,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,SwedishLeaf,FISH,Cricket_Z,Cricket_Y,OSULeaf,Symbols,DiatomSizeReduction,Cricket_X,Car,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,synthetic_control,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,Trace,Herring,InlineSkate,FaceFour,InsectWingbeatSound,Two_Patterns,BeetleFly,Worms,BirdChicken,RefrigerationDevices,yoga,SmallKitchenAppliances,FaceAll,ShapeletSim,Earthquakes,DistalPhalanxTW,CinC_ECG_torso,FacesUCR,SonyAIBORobotSurface,ToeSegmentation2,ECG200,FordB,TwoLeadECG,Haptics,ToeSegmentation1,LargeKitchenAppliances,MedicalImages,MoteStrain,FordA,50words,wafer,ScreenType,SonyAIBORobotSurfaceII,MiddlePhalanxTW,ECGFiveDays,ItalyPowerDemand,ProximalPhalanxTW,ECG5000,WordsSynonyms,Lighting7,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
ProximalPhalanxOutlineAgeGroup,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,Cricket_Y,InsectWingbeatSound,Cricket_X,Cricket_Z,MedicalImages,InlineSkate,uWaveGestureLibrary_X,MALLAT,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Lighting7,uWaveGestureLibrary_Y,ProximalPhalanxTW,Adiac,CinC_ECG_torso,Two_Patterns,ECG5000,LargeKitchenAppliances,synthetic_control,Beef,ScreenType,Worms,MiddlePhalanxTW,OliveOil,Meat,Symbols,SmallKitchenAppliances,CBF,ChlorineConcentration,ECGFiveDays,FordA,Trace,RefrigerationDevices,ItalyPowerDemand,WormsTwoClass,Computers,Lighting2,MiddlePhalanxOutlineAgeGroup,Strawberry,ProximalPhalanxOutlineCorrect,ArrowHead,TwoLeadECG,FordB,Gun_Point,ToeSegmentation1,SonyAIBORobotSurface,ECG200,DistalPhalanxTW,PhalangesOutlinesCorrect,ToeSegmentation2,Ham,SonyAIBORobotSurfaceII,MoteStrain,OSULeaf,MiddlePhalanxOutlineCorrect,wafer,DistalPhalanxOutlineAgeGroup,Coffee,Wine,SwedishLeaf,DistalPhalanxOutlineCorrect,HandOutlines,ShapeletSim,Earthquakes,yoga,Car,BeetleFly,BirdChicken,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
ProximalPhalanxOutlineCorrect,50words,Phoneme,ShapesAll,WordsSynonyms,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_Y,MedicalImages,Cricket_X,InlineSkate,Cricket_Z,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Lighting7,MALLAT,ProximalPhalanxTW,Adiac,ECG5000,Beef,CinC_ECG_torso,Two_Patterns,ScreenType,synthetic_control,LargeKitchenAppliances,MiddlePhalanxTW,Meat,Worms,Symbols,ChlorineConcentration,OliveOil,ProximalPhalanxOutlineAgeGroup,CBF,SmallKitchenAppliances,WormsTwoClass,Computers,ItalyPowerDemand,ECGFiveDays,ArrowHead,PhalangesOutlinesCorrect,FordA,Ham,Strawberry,Trace,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,MoteStrain,TwoLeadECG,FordB,DistalPhalanxTW,ToeSegmentation1,Coffee,Lighting2,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG200,Wine,wafer,ToeSegmentation2,DistalPhalanxOutlineAgeGroup,OSULeaf,Gun_Point,Earthquakes,SwedishLeaf,HandOutlines,DistalPhalanxOutlineCorrect,ShapeletSim,Car,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
ProximalPhalanxTW,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,Cricket_Y,Cricket_X,InsectWingbeatSound,MedicalImages,Cricket_Z,MALLAT,uWaveGestureLibrary_X,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,Lighting7,Adiac,Two_Patterns,CinC_ECG_torso,synthetic_control,ECG5000,Worms,OliveOil,LargeKitchenAppliances,Beef,MiddlePhalanxTW,ScreenType,Symbols,Meat,SmallKitchenAppliances,ChlorineConcentration,CBF,ProximalPhalanxOutlineAgeGroup,Trace,FordA,ECGFiveDays,RefrigerationDevices,ItalyPowerDemand,WormsTwoClass,Computers,Lighting2,Strawberry,TwoLeadECG,FordB,Gun_Point,ArrowHead,Ham,MiddlePhalanxOutlineAgeGroup,ECG200,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,ToeSegmentation1,ProximalPhalanxOutlineCorrect,DistalPhalanxTW,ToeSegmentation2,OSULeaf,MoteStrain,wafer,Coffee,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,Wine,SwedishLeaf,ShapeletSim,Earthquakes,HandOutlines,DistalPhalanxOutlineCorrect,yoga,BeetleFly,Car,BirdChicken,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
RefrigerationDevices,ShapesAll,Phoneme,50words,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,WordsSynonyms,Adiac,Cricket_Z,Cricket_Y,Cricket_X,FaceAll,uWaveGestureLibrary_Z,InsectWingbeatSound,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MedicalImages,SwedishLeaf,InlineSkate,Plane,FacesUCR,synthetic_control,MALLAT,Trace,Lighting7,Worms,ProximalPhalanxTW,DistalPhalanxTW,Two_Patterns,MiddlePhalanxTW,Symbols,CinC_ECG_torso,OSULeaf,FaceFour,SonyAIBORobotSurface,ECG200,ECG5000,FordB,TwoLeadECG,OliveOil,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,MoteStrain,CBF,yoga,ShapeletSim,ItalyPowerDemand,ECGFiveDays,ToeSegmentation2,ChlorineConcentration,FordA,ToeSegmentation1,Car,FISH,BirdChicken,wafer,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,DiatomSizeReduction,Ham,ProximalPhalanxOutlineCorrect,BeetleFly,Beef,Lighting2,Gun_Point,Earthquakes,Strawberry,Meat,WormsTwoClass,ArrowHead,Herring,Coffee,Wine,Haptics,HandOutlines,ScreenType,LargeKitchenAppliances,Computers,SmallKitchenAppliances
ScreenType,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_X,MedicalImages,Cricket_Z,Cricket_Y,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,MALLAT,FacesUCR,Lighting7,InlineSkate,MiddlePhalanxTW,uWaveGestureLibrary_X,ProximalPhalanxTW,DistalPhalanxTW,uWaveGestureLibrary_Y,Two_Patterns,Adiac,CinC_ECG_torso,Worms,ChlorineConcentration,synthetic_control,OliveOil,MiddlePhalanxOutlineAgeGroup,Symbols,ProximalPhalanxOutlineAgeGroup,CBF,ECG5000,DistalPhalanxOutlineAgeGroup,Lighting2,Trace,PhalangesOutlinesCorrect,FordB,TwoLeadECG,MiddlePhalanxOutlineCorrect,FordA,Ham,ProximalPhalanxOutlineCorrect,ECG200,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Gun_Point,OSULeaf,Beef,ItalyPowerDemand,Strawberry,Meat,ECGFiveDays,ToeSegmentation2,WormsTwoClass,MoteStrain,SwedishLeaf,ToeSegmentation1,wafer,Earthquakes,ShapeletSim,ArrowHead,yoga,BirdChicken,BeetleFly,Car,Coffee,Wine,DiatomSizeReduction,Plane,HandOutlines,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour,LargeKitchenAppliances,Computers,SmallKitchenAppliances,RefrigerationDevices
ShapeletSim,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Y,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,Cricket_X,InsectWingbeatSound,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax2,OSULeaf,Two_Patterns,Symbols,FISH,uWaveGestureLibrary_Y,FaceAll,NonInvasiveFatalECG_Thorax1,Plane,DistalPhalanxTW,synthetic_control,Car,CinC_ECG_torso,50words,Worms,DiatomSizeReduction,LargeKitchenAppliances,SmallKitchenAppliances,MedicalImages,TwoLeadECG,Trace,ECG200,SonyAIBORobotSurface,ScreenType,WordsSynonyms,ToeSegmentation2,yoga,RefrigerationDevices,FacesUCR,MiddlePhalanxTW,ECGFiveDays,ProximalPhalanxTW,ToeSegmentation1,ItalyPowerDemand,ECG5000,Lighting7,FaceFour,BirdChicken,DistalPhalanxOutlineAgeGroup,BeetleFly,Herring,Computers,SonyAIBORobotSurfaceII,MoteStrain,Earthquakes,wafer,MiddlePhalanxOutlineAgeGroup,Haptics,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MALLAT,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,FordB,FordA
ShapesAll,Phoneme,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Cricket_Y,SwedishLeaf,Cricket_Z,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Plane,InlineSkate,uWaveGestureLibrary_X,InsectWingbeatSound,uWaveGestureLibrary_Y,FISH,Symbols,OSULeaf,50words,FaceAll,Two_Patterns,Trace,synthetic_control,Worms,DistalPhalanxTW,MedicalImages,FaceFour,SmallKitchenAppliances,WordsSynonyms,CinC_ECG_torso,Car,DiatomSizeReduction,LargeKitchenAppliances,FordB,TwoLeadECG,SonyAIBORobotSurface,ECG200,FacesUCR,MiddlePhalanxTW,ProximalPhalanxTW,Lighting7,ScreenType,FordA,RefrigerationDevices,ToeSegmentation2,ShapeletSim,ToeSegmentation1,ECGFiveDays,MoteStrain,ItalyPowerDemand,yoga,ECG5000,SonyAIBORobotSurfaceII,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,wafer,CBF,MALLAT,Ham,Haptics,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Herring,BirdChicken,BeetleFly,Earthquakes
SmallKitchenAppliances,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,InsectWingbeatSound,Cricket_Y,Cricket_X,FaceAll,Cricket_Z,MedicalImages,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Y,Lighting7,MiddlePhalanxTW,SwedishLeaf,DistalPhalanxTW,ProximalPhalanxTW,synthetic_control,Symbols,FacesUCR,MALLAT,Two_Patterns,OSULeaf,Worms,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,Trace,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,SonyAIBORobotSurface,ProximalPhalanxOutlineAgeGroup,Car,ECG200,CBF,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,DiatomSizeReduction,ECG5000,DistalPhalanxOutlineCorrect,FISH,Ham,ItalyPowerDemand,MiddlePhalanxOutlineCorrect,ECGFiveDays,MoteStrain,OliveOil,FordA,Lighting2,ShapeletSim,ToeSegmentation1,yoga,PhalangesOutlinesCorrect,ToeSegmentation2,ProximalPhalanxOutlineCorrect,Earthquakes,BirdChicken,wafer,Plane,BeetleFly,Gun_Point,Strawberry,Meat,Herring,Haptics,WormsTwoClass,Beef,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,ArrowHead,Coffee,FaceFour,Wine,HandOutlines,ScreenType,LargeKitchenAppliances,Computers,RefrigerationDevices
SonyAIBORobotSurface,ShapesAll,Phoneme,50words,Cricket_Z,Cricket_X,Cricket_Y,InsectWingbeatSound,FaceAll,WordsSynonyms,Adiac,uWaveGestureLibrary_X,MedicalImages,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,Trace,synthetic_control,Two_Patterns,LargeKitchenAppliances,ScreenType,SmallKitchenAppliances,FacesUCR,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,Symbols,Worms,MiddlePhalanxOutlineAgeGroup,MALLAT,ChlorineConcentration,ECG5000,ToeSegmentation1,FordA,ECGFiveDays,MoteStrain,SwedishLeaf,ItalyPowerDemand,Computers,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,RefrigerationDevices,CBF,DistalPhalanxOutlineCorrect,yoga,TwoLeadECG,FordB,ShapeletSim,Ham,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,OSULeaf,ECG200,Lighting2,BirdChicken,BeetleFly,PhalangesOutlinesCorrect,wafer,OliveOil,ProximalPhalanxOutlineCorrect,Car,Earthquakes,DiatomSizeReduction,Plane,Gun_Point,FISH,Strawberry,Haptics,WormsTwoClass,Herring,Meat,NonInvasiveFatalECG_Thorax2,Beef,NonInvasiveFatalECG_Thorax1,ArrowHead,FaceFour,Coffee,Wine,HandOutlines
SonyAIBORobotSurfaceII,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_Z,Cricket_Y,InsectWingbeatSound,Cricket_X,FaceAll,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,MedicalImages,DistalPhalanxTW,FacesUCR,Two_Patterns,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,CinC_ECG_torso,synthetic_control,LargeKitchenAppliances,MALLAT,ScreenType,SwedishLeaf,Worms,Symbols,SmallKitchenAppliances,Trace,ECG5000,OSULeaf,DistalPhalanxOutlineAgeGroup,FordA,ECGFiveDays,ItalyPowerDemand,ToeSegmentation1,TwoLeadECG,FordB,Computers,ToeSegmentation2,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,yoga,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,Car,MoteStrain,DistalPhalanxOutlineCorrect,OliveOil,DiatomSizeReduction,ShapeletSim,SonyAIBORobotSurface,ECG200,wafer,BirdChicken,Lighting2,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,Ham,ProximalPhalanxOutlineCorrect,Plane,BeetleFly,Gun_Point,Beef,Earthquakes,FISH,Meat,Strawberry,WormsTwoClass,ArrowHead,Haptics,Coffee,Wine,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
