,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61
SwedishLeaf,ShapesAll,OSULeaf,Plane,FaceFour,Symbols,FISH,Adiac,Herring,Earthquakes,DiatomSizeReduction,RefrigerationDevices,ShapeletSim,BeetleFly,Car,synthetic_control,Cricket_Z,50words,Cricket_Y,Cricket_X,Haptics,BirdChicken,WordsSynonyms,FaceAll,InlineSkate,Trace,MedicalImages,Worms,DistalPhalanxTW,SmallKitchenAppliances,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,ToeSegmentation1,LargeKitchenAppliances,SonyAIBORobotSurface,ScreenType,ECG200,TwoLeadECG,MoteStrain,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,Computers,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,OliveOil,Ham,Beef,MiddlePhalanxOutlineCorrect,Lighting2,ProximalPhalanxOutlineCorrect,Meat,ArrowHead,Gun_Point,Strawberry,WormsTwoClass,Coffee,Wine
Symbols,OSULeaf,Cricket_Z,InlineSkate,DistalPhalanxTW,SmallKitchenAppliances,SwedishLeaf,ShapesAll,SonyAIBORobotSurface,FISH,DiatomSizeReduction,Adiac,Worms,Cricket_Y,ProximalPhalanxOutlineAgeGroup,TwoLeadECG,ECGFiveDays,CBF,Herring,Earthquakes,Cricket_X,ECG200,FaceAll,ItalyPowerDemand,LargeKitchenAppliances,RefrigerationDevices,MedicalImages,MiddlePhalanxTW,Computers,DistalPhalanxOutlineAgeGroup,Lighting7,MiddlePhalanxOutlineAgeGroup,50words,SonyAIBORobotSurfaceII,ProximalPhalanxTW,synthetic_control,ScreenType,WordsSynonyms,BeetleFly,Trace,MoteStrain,DistalPhalanxOutlineCorrect,ToeSegmentation1,Car,Plane,Ham,MiddlePhalanxOutlineCorrect,BirdChicken,Haptics,ShapeletSim,FaceFour,Lighting2,OliveOil,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,Meat,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine
ToeSegmentation1,ShapesAll,Cricket_Y,Cricket_Z,Adiac,DistalPhalanxOutlineAgeGroup,synthetic_control,LargeKitchenAppliances,InlineSkate,FaceAll,Computers,DistalPhalanxTW,Cricket_X,ScreenType,Trace,RefrigerationDevices,BirdChicken,SmallKitchenAppliances,Worms,MoteStrain,BeetleFly,ECGFiveDays,SwedishLeaf,50words,ProximalPhalanxTW,ItalyPowerDemand,ShapeletSim,MedicalImages,Symbols,Lighting7,MiddlePhalanxTW,Plane,WordsSynonyms,OSULeaf,DistalPhalanxOutlineCorrect,Car,DiatomSizeReduction,TwoLeadECG,ECG200,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CBF,SonyAIBORobotSurface,Earthquakes,FISH,Ham,MiddlePhalanxOutlineCorrect,Haptics,Lighting2,OliveOil,ProximalPhalanxOutlineCorrect,Beef,Herring,FaceFour,Gun_Point,Meat,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine
Trace,Cricket_Y,BeetleFly,ShapesAll,Cricket_Z,Cricket_X,SmallKitchenAppliances,MoteStrain,ShapeletSim,Worms,synthetic_control,Adiac,BirdChicken,SonyAIBORobotSurface,ECG200,SonyAIBORobotSurfaceII,InlineSkate,ToeSegmentation1,SwedishLeaf,OSULeaf,Symbols,TwoLeadECG,Plane,50words,DistalPhalanxTW,FaceAll,LargeKitchenAppliances,DiatomSizeReduction,ItalyPowerDemand,Car,ECGFiveDays,WordsSynonyms,RefrigerationDevices,MedicalImages,ScreenType,FISH,DistalPhalanxOutlineAgeGroup,Haptics,ProximalPhalanxTW,Lighting7,MiddlePhalanxTW,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,CBF,Earthquakes,Herring,Ham,Beef,OliveOil,MiddlePhalanxOutlineCorrect,FaceFour,Lighting2,ProximalPhalanxOutlineCorrect,ArrowHead,Meat,Gun_Point,Strawberry,WormsTwoClass,Coffee,Wine
TwoLeadECG,Cricket_Y,Worms,ECG200,Cricket_Z,Cricket_X,OSULeaf,Symbols,ItalyPowerDemand,InlineSkate,SmallKitchenAppliances,ShapesAll,ECGFiveDays,LargeKitchenAppliances,SonyAIBORobotSurface,DistalPhalanxTW,FaceAll,RefrigerationDevices,ScreenType,DistalPhalanxOutlineAgeGroup,ToeSegmentation1,Computers,50words,MedicalImages,ProximalPhalanxTW,MiddlePhalanxTW,Lighting7,SonyAIBORobotSurfaceII,synthetic_control,Trace,WordsSynonyms,MoteStrain,DistalPhalanxOutlineCorrect,Adiac,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Ham,ShapeletSim,Earthquakes,MiddlePhalanxOutlineCorrect,SwedishLeaf,BeetleFly,Lighting2,OliveOil,BirdChicken,ProximalPhalanxOutlineCorrect,Haptics,Plane,FISH,Gun_Point,Car,DiatomSizeReduction,Strawberry,Beef,Meat,FaceFour,WormsTwoClass,ArrowHead,Herring,Coffee,Wine
Wine,Strawberry,Coffee,Beef,ArrowHead,50words,WordsSynonyms,MedicalImages,Meat,FaceAll,synthetic_control,WormsTwoClass,Worms,Cricket_Y,Lighting7,ShapesAll,OliveOil,MiddlePhalanxTW,DistalPhalanxTW,ProximalPhalanxTW,Gun_Point,CBF,Cricket_X,Adiac,Cricket_Z,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,InlineSkate,Lighting2,MiddlePhalanxOutlineAgeGroup,SwedishLeaf,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Symbols,Ham,RefrigerationDevices,ScreenType,DistalPhalanxOutlineCorrect,Trace,LargeKitchenAppliances,OSULeaf,Plane,SmallKitchenAppliances,SonyAIBORobotSurfaceII,Computers,FISH,Haptics,ItalyPowerDemand,ECGFiveDays,MoteStrain,Car,Earthquakes,DiatomSizeReduction,ToeSegmentation1,TwoLeadECG,ECG200,SonyAIBORobotSurface,ShapeletSim,FaceFour,BirdChicken,BeetleFly,Herring
WordsSynonyms,FaceAll,Meat,WormsTwoClass,Cricket_Y,MedicalImages,Lighting7,synthetic_control,Cricket_X,ShapesAll,ProximalPhalanxTW,Beef,Lighting2,CBF,Strawberry,MiddlePhalanxTW,OliveOil,ProximalPhalanxOutlineCorrect,DistalPhalanxTW,Cricket_Z,Gun_Point,Worms,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,ArrowHead,ProximalPhalanxOutlineAgeGroup,Coffee,50words,MiddlePhalanxOutlineAgeGroup,Wine,RefrigerationDevices,Ham,Adiac,DistalPhalanxOutlineCorrect,InlineSkate,Symbols,SwedishLeaf,SonyAIBORobotSurfaceII,ScreenType,Computers,LargeKitchenAppliances,Earthquakes,Trace,SmallKitchenAppliances,OSULeaf,ItalyPowerDemand,MoteStrain,ECGFiveDays,Haptics,Plane,ToeSegmentation1,TwoLeadECG,FISH,ECG200,SonyAIBORobotSurface,Car,DiatomSizeReduction,ShapeletSim,FaceFour,BirdChicken,BeetleFly,Herring
Worms,50words,ArrowHead,Wine,ShapesAll,Cricket_Y,Coffee,SonyAIBORobotSurface,Beef,TwoLeadECG,Cricket_Z,Cricket_X,InlineSkate,WordsSynonyms,ECG200,Symbols,Trace,MedicalImages,OSULeaf,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,Meat,BeetleFly,ItalyPowerDemand,synthetic_control,SonyAIBORobotSurfaceII,FaceAll,Gun_Point,BirdChicken,ECGFiveDays,MoteStrain,DistalPhalanxTW,LargeKitchenAppliances,OliveOil,Adiac,Lighting7,ShapeletSim,ProximalPhalanxTW,MiddlePhalanxTW,Strawberry,ToeSegmentation1,ScreenType,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,CBF,SwedishLeaf,Computers,MiddlePhalanxOutlineAgeGroup,Plane,DistalPhalanxOutlineCorrect,Lighting2,MiddlePhalanxOutlineCorrect,DiatomSizeReduction,Car,Ham,Haptics,Earthquakes,FISH,WormsTwoClass,FaceFour,Herring
WormsTwoClass,WordsSynonyms,50words,FaceAll,Meat,Cricket_Y,Lighting7,synthetic_control,Strawberry,ShapesAll,OliveOil,DistalPhalanxTW,MiddlePhalanxTW,MedicalImages,ProximalPhalanxTW,CBF,Gun_Point,Beef,Adiac,Cricket_X,Cricket_Z,ProximalPhalanxOutlineAgeGroup,Worms,ProximalPhalanxOutlineCorrect,ArrowHead,SwedishLeaf,InlineSkate,Coffee,Lighting2,MiddlePhalanxOutlineAgeGroup,Wine,DistalPhalanxOutlineAgeGroup,Symbols,MiddlePhalanxOutlineCorrect,OSULeaf,Trace,RefrigerationDevices,Ham,Plane,Haptics,ScreenType,DistalPhalanxOutlineCorrect,FISH,LargeKitchenAppliances,SmallKitchenAppliances,Car,SonyAIBORobotSurfaceII,DiatomSizeReduction,Computers,MoteStrain,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurface,ECG200,ToeSegmentation1,FaceFour,TwoLeadECG,Earthquakes,ShapeletSim,BirdChicken,BeetleFly,Herring
synthetic_control,ShapesAll,Cricket_Z,BirdChicken,WordsSynonyms,Cricket_Y,DiatomSizeReduction,MiddlePhalanxOutlineAgeGroup,50words,SonyAIBORobotSurfaceII,Adiac,Meat,Cricket_X,Trace,ECG200,OSULeaf,ProximalPhalanxTW,ToeSegmentation1,Worms,MedicalImages,CBF,SwedishLeaf,Lighting7,SonyAIBORobotSurface,BeetleFly,SmallKitchenAppliances,ShapeletSim,MoteStrain,FaceAll,WormsTwoClass,RefrigerationDevices,Beef,DistalPhalanxOutlineAgeGroup,Lighting2,Car,InlineSkate,MiddlePhalanxTW,Symbols,Plane,DistalPhalanxTW,TwoLeadECG,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,Ham,ProximalPhalanxOutlineAgeGroup,ArrowHead,ProximalPhalanxOutlineCorrect,Strawberry,OliveOil,FISH,Coffee,LargeKitchenAppliances,ItalyPowerDemand,ECGFiveDays,Haptics,Wine,ScreenType,Gun_Point,Computers,Earthquakes,FaceFour,Herring
